@relation FilterArray

@attribute ArraySize numeric
@attribute FilterKey numeric
@attribute runtime numeric

@data
60759,46203,606536
86709,42405,984833
68671,3481,869657
98418,16139,1127170
32911,53165,361216
34494,99684,310362
34810,4747,321003
98101,53481,935272
49051,76582,486441
6329,29430,64012
75949,93987,789991
19620,7278,280737
29747,79430,358293
34494,76266,412434
96519,34810,962779
28797,26266,262192
77532,88924,765021
54747,29747,498490
6329,78797,55897
94937,52215,963274
60443,95570,744560
92405,49367,998643
94620,82595,935565
49367,49684,463024
12342,49051,114646
72152,70253,680650
13924,73418,133072
22468,42405,673166
71203,93038,727435
39557,29747,383830
52848,32278,482947
57911,67405,616542
38608,47152,378692
62025,91456,635513
96519,6646,1128362
69620,50316,670512
89241,78797,813456
68671,81013,663610
17722,13924,161052
34810,19620,330855
89873,81962,855231
24367,6329,222564
39557,7595,430557
86709,17089,796539
41139,94620,373776
82278,16772,794616
6962,48418,68356
86392,63608,1420346
98101,12658,932135
4114,17089,37331
23418,37025,210217
99367,72468,913614
95570,65506,951980
80380,20886,722022
65823,19620,606579
56646,14241,512848
8228,1899,75599
81329,71519,797569
633,16456,6404
95886,81646,867178
43354,16772,388205
83544,76899,801105
73101,37342,1388188
8544,9494,136751
9494,46835,149616
13924,49367,219116
83861,1899,788030
51899,22785,481088
80063,85759,726627
94937,48101,863847
24684,59494,223197
17722,52532,163178
51582,12975,484503
89557,65506,814596
79747,47785,735323
65506,3165,594573
51582,97785,468973
44304,41139,406240
86076,79747,773903
35443,29114,319200
72468,89873,649290
23418,83228,210910
96519,2532,903686
51266,10443,460889
46519,18987,421795
19937,3481,182147
43038,41456,410927
2532,96203,25902
48734,44620,444611
36076,44937,332226
89241,56646,820304
8544,19620,79989
58861,88291,523290
65190,40506,618909
10759,97785,96716
79430,71203,718144
76582,29430,754049
63608,79747,564991
50000,5380,449261
74367,22152,686680
67089,76899,612693
65190,37658,590057
5696,82278,50659
43671,36076,391483
73101,72468,677577
61076,23734,552909
62658,27215,560875
99367,13924,903233
56329,82595,510322
50949,84177,458600
89873,51582,818001
49051,62658,442228
6962,89873,62469
87342,41456,880905
84494,12658,2337984
79430,57911,957899
61709,13924,879630
98101,55380,884942
98101,96203,991798
43354,6329,434881
10759,45253,155632
72468,90190,745777
15823,25316,178539
61392,87025,776625
25000,18354,284952
97785,97785,1048668
63608,41456,603408
19620,633,186026
51266,83228,461717
40506,23418,399203
41139,14873,543321
35127,66456,576031
94937,20253,1017824
44937,64557,548671
34810,53165,390657
17405,76266,193615
86709,99051,814827
8861,949,85171
80063,39557,982471
5063,7278,168196
94620,18038,3344183
45886,69937,582954
73734,52215,741098
95886,27848,1034012
67722,24684,674158
71203,36392,710976
68354,68038,851636
66772,75316,948130
11709,36076,144809
29430,83861,295200
5380,31962,51750
7278,97785,96293
24051,52215,216238
47785,43987,571816
4114,30063,45521
67722,12658,737315
99684,39557,892997
27848,23734,248294
31329,49684,299466
67405,80696,671958
59494,76899,685507
96835,0,1153585
80696,5696,734616
16772,46519,153636
12025,28165,108563
33861,15190,341893
35127,88291,315060
31646,65190,282159
11392,13291,103004
28797,91772,271237
4430,73418,41073
93354,29430,880228
1899,66772,17849
79114,93038,1088678
17722,50316,205650
0,2532,679
95886,3165,959915
87658,83544,853893
41139,83228,408574
44304,78481,425755
52215,46203,469994
93354,81329,1113459
31962,98101,301447
22468,96203,202296
25316,59177,271050
35443,69937,508730
96835,64241,954188
82911,30380,825618
54747,31013,590137
69304,68354,843672
54430,35443,492644
77532,35443,702516
99684,76582,893248
52215,56646,537841
60759,19937,605872
96519,38924,875701
60443,97468,549157
45570,29114,408399
3481,52215,30933
50949,91456,514686
97468,47468,886365
68038,2215,615570
24684,19304,220807
54114,96203,485741
43038,51899,389545
0,69937,253
77215,86076,1028701
54430,9810,925926
38924,70253,628412
6013,60443,66647
71519,41139,729022
63291,43671,570700
58228,75633,519544
18354,91456,166009
9494,4114,84578
57911,89241,516925
64873,73101,684345
22152,18987,204471
98101,88924,883878
88924,56013,877850
57278,44620,583367
26582,67405,242721
79114,74684,795711
316,9177,4931
21835,86392,209950
95886,68038,880181
6646,75000,60579
78165,46203,698116
15506,54430,139049
20886,85759,185910
71203,84810,755803
80063,41456,959294
39557,39241,399857
83544,65506,760028
10127,25949,94157
34177,25633,311231
35127,54114,317206
96203,78797,908264
68671,28481,620765
69937,62025,647231
17722,32595,163907
29430,92405,263564
0,43987,323
87342,9494,819891
42405,62342,381189
24367,89557,218039
16139,66139,202067
38924,93038,443984
82278,6013,742536
18671,13291,170212
98101,61392,882086
71203,6013,656162
6962,99684,62919
1266,88291,12298
58544,68354,526984
1899,58861,17662
61709,47785,545299
57278,35443,513714
53165,23734,473649
61076,38291,556363
31329,93987,282603
76899,65506,690226
45570,10443,415810
10759,88608,96668
17405,31329,156073
42722,43038,383471
79114,52215,725834
16772,9810,176463
40823,18987,376544
44620,949,401853
79114,43038,742267
46835,82278,420634
76899,59177,697558
78797,6329,760209
76266,11076,706615
41456,91456,374326
95886,30063,922703
2848,10443,27575
63924,42722,569611
17405,12975,1249797
50633,45886,453859
12658,24684,117481
93671,28797,925719
44304,60127,459621
23101,99367,256343
38608,19304,470480
34177,316,391376
949,99051,10183
35759,89557,347195
17722,75633,228342
31646,61076,418082
83861,3481,855867
38291,19620,383801
75316,75949,787593
76266,78165,874374
87975,27215,854641
43038,81329,429027
21835,80063,248911
46203,49367,467425
52215,90506,479506
95253,77532,923892
43038,14241,522178
83861,97785,841208
54747,71203,545043
31329,68354,284638
65823,43987,793137
33544,86709,400020
59810,8544,758752
95886,35127,1022528
55380,35443,513233
89557,22468,816155
58544,52848,631411
12025,56962,142315
93038,50316,1252481
46519,21519,501366
48418,81962,535979
87975,55696,848981
43354,24367,401806
59810,90506,555411
23418,44937,219215
55696,54430,517715
88608,17405,804753
12658,27532,149530
89557,21203,1378972
79430,19937,946405
75316,76582,731175
49367,37658,465751
65190,89557,645286
41139,89557,552172
21835,27848,197766
67089,31013,721162
28165,79114,467039
50949,69937,521976
97152,16772,1076179
2215,11392,21262
39873,70886,427073
68038,1582,690349
99051,93038,921075
95253,40506,1155121
29430,48101,353737
56013,34494,565044
74367,20886,784024
39557,41456,418977
17405,78165,160833
77215,69620,747676
41139,67089,409303
40190,4114,498744
19304,4114,270166
92405,0,979159
66772,93987,698820
65190,69304,626777
316,29747,3771
71519,4114,689782
84177,6646,2458770
80380,43987,783148
51266,19304,526617
23418,98101,213704
2532,16456,24196
80696,39873,1005657
59810,62342,704711
5696,80696,66110
58228,62658,526556
76266,39241,916755
29114,98734,357037
72468,52215,773642
65190,18354,763914
42089,24051,424725
67405,95253,662225
10127,36392,92979
16456,96835,149802
10127,85127,98783
27215,85759,264754
84810,25949,834867
7595,88291,70260
6329,75316,62442
22152,18354,198103
5380,33861,50140
26899,91456,269474
95253,88291,1152218
20253,99367,203451
24051,33861,235346
98734,50949,1219949
69304,52532,844174
31962,47468,436842
67405,42722,683081
36076,91139,438670
54430,68354,550818
38608,9494,484916
12025,32278,147434
29747,26899,287353
20570,14873,204566
78481,39557,832638
14241,95886,130691
44937,73418,404600
79114,76266,713541
44937,44937,402460
35759,45253,321186
36076,34494,332585
85443,80380,831999
46835,37025,427783
0,61076,291
73418,81013,681841
17722,12658,163825
61392,5380,757606
76899,62658,699199
56013,70253,525804
85443,25949,812391
55696,2848,500182
48734,55696,457957
4430,77532,40269
12342,93671,113957
25949,9494,234106
39873,54430,432909
55380,5696,495251
90190,7278,825602
45886,39241,418789
53165,5380,504751
40506,29430,365787
2532,66456,23920
3797,99684,34963
31962,46835,316631
37975,39873,342207
55063,48734,504301
27848,61076,254388
98734,72468,962309
31646,53481,317530
14873,50949,151550
42405,41456,379427
48734,42089,445271
60759,27848,616501
90506,28165,830190
22468,70886,205252
38924,25949,468121
59177,93354,526760
83228,17405,1483281
42722,53165,678575
46835,97785,423810
9494,55696,87017
77848,23418,712701
14241,43038,134106
2215,14557,20611
15190,96835,137101
10443,70886,92320
48101,53797,435075
8861,27215,79728
12975,43671,116018
8228,84810,73453
85759,44937,2588700
84177,49684,1074392
24367,97152,260272
74367,73734,999538
22785,6329,236298
10127,88608,94540
42722,93987,403755
76582,82278,781873
35443,63291,387574
67405,15506,633952
34177,5063,316517
53165,17089,551574
83861,36392,841387
5380,46203,56372
25949,39557,286558
41456,97785,443105
18671,32278,268121
54747,39241,590587
73101,54114,941130
34177,30380,344489
73101,34810,772565
80696,68987,745928
25949,18671,236363
41139,13608,370488
17089,97468,155053
74367,76266,821416
65506,21519,859321
76266,11392,1062290
16456,65190,179697
37025,1899,457422
16456,2848,212549
97468,96835,945186
57278,68671,754946
86076,83861,921705
0,9810,1645
59494,54114,594244
93038,76582,1061424
56329,82278,571258
76899,96835,707528
17089,30063,173211
36076,22152,362804
56646,56962,686859
23101,83544,252458
1266,46519,13972
8544,20570,115693
52215,31646,546577
14241,84494,149775
65506,57911,589409
46835,3165,467200
63608,17405,576900
37342,90506,347639
34494,91456,311704
37342,75316,430860
21203,47468,211868
65190,23101,699137
46203,7278,431648
74684,91456,827359
2215,75316,26067
92722,73734,889580
73418,90506,1001788
36709,94937,429329
28797,96519,386711
41772,83544,374173
19620,27848,179804
59494,33861,719065
80696,63608,964379
26266,90823,283738
81646,52532,941417
64557,70886,584627
96203,73101,1236118
33861,76899,372094
62025,80063,548998
8861,5380,80131
0,93038,217
25949,99051,311340
43671,43987,506464
79747,68038,800548
75000,21835,797532
31646,94304,314243
10759,48418,107759
17405,52215,178325
99367,55063,933332
44304,1582,436139
6646,60759,66093
81329,87025,802624
18671,38291,181982
65506,55380,624878
68671,53481,624188
35443,63608,348861
5063,79430,46574
3797,25949,35148
17722,25633,160187
38608,94620,355681
16456,0,157764
14873,54114,134283
22152,83861,198342
41456,74367,369409
13608,12025,122481
36076,40823,326635
56962,0,513903
19304,51266,172107
37342,38291,337206
74684,8544,684227
39557,4747,516140
40506,30380,403867
78481,90823,1247325
7595,44937,68529
13291,96835,121300
2215,52848,21913
83228,77215,749117
71203,30696,660318
14873,40506,147053
20570,43038,185168
36392,79430,349049
57595,83544,523269
32595,30696,296748
4747,78797,48915
37025,61709,337020
45886,35127,414798
8544,90190,77166
57595,6013,513060
30380,87975,334534
32278,68671,313768
64557,50949,580169
87342,83861,855779
65190,62025,586343
33544,12975,347598
77215,34494,766755
67405,45570,666047
14241,38924,127425
64873,59177,580639
93671,6013,884658
70253,91139,632862
9177,62975,81294
5380,37975,57707
51266,46835,493036
32278,42405,293500
85759,31329,813830
78165,77532,784945
81646,8861,737022
77532,26266,717876
47152,82278,929270
84810,84494,1402077
87975,62342,808254
67722,6962,605796
44937,79747,406740
42722,31962,379900
66456,82278,687518
4747,82911,44431
56962,89557,508522
16139,13608,146087
63291,85443,580685
66139,28481,618826
49051,6329,517393
79430,17722,733049
39241,51582,353880
95253,9177,871023
95570,75316,919790
16772,43354,155991
62658,41772,553270
55063,79430,587969
2215,45253,22122
98418,66772,1342394
49684,91456,536160
70886,93354,2108472
48101,71835,430914
56013,5696,589623
48418,30380,441284
9810,23101,104747
69304,33544,687524
31962,84494,285963
62342,55696,696155
62658,41456,934451
25316,94620,268933
96203,15190,1012298
92405,42722,1209763
56646,25949,506466
55380,92722,659150
8544,27215,95077
82595,82595,875879
81962,15190,785853
25633,63608,270991
54430,46519,613383
72468,9177,959786
50316,73101,520199
80063,96203,933195
84810,33861,801069
77532,84810,945643
99051,37975,900891
11392,86076,102135
68354,41139,740927
66139,64241,779202
67089,64873,715409
97152,88291,917204
43671,54114,420705
58544,54114,707671
56646,12025,554717
14241,64241,126452
7595,61076,67883
43038,43038,461940
90823,37658,1017047
7278,74367,71433
79747,71835,945122
633,45570,9132
1266,47468,14723
71203,40823,744661
92722,42089,861042
67089,34810,651312
40190,45570,484841
25949,31646,305397
61709,3797,630019
43354,39241,569866
67405,74051,659434
91139,72785,863914
61076,39557,658653
61709,43354,610961
87025,3481,1092238
74684,52215,942221
41772,36392,583449
60127,5696,542465
28165,24684,337041
64241,80696,616197
79747,6962,894449
19620,58861,195539
96519,42722,1121481
14873,24684,185047
1899,71835,24902
37025,81646,483940
78797,15190,855707
14557,27215,165532
97468,7278,944764
37025,91139,356606
75949,64557,726306
25000,8228,1341052
87658,15823,995941
77215,9494,892104
62342,85759,1006782
91772,69304,1171576
70253,633,925955
87658,34494,870276
62342,82278,607509
35759,99684,353283
40190,44937,396141
83544,35443,853391
11392,57911,105194
87975,34177,947795
86392,16456,773313
54430,27532,589063
85443,79430,769917
94937,47785,874702
77848,85443,773283
38608,22468,355132
58228,39557,610346
79114,78797,801874
48101,24684,430595
26582,50949,240348
8861,37658,81849
71203,79747,639001
59177,27848,567720
46835,0,421636
87975,16456,808780
96519,38291,862831
63291,81329,569285
60443,90823,550595
59177,18987,539971
93038,97152,867485
77532,5063,1522647
43038,15506,678232
22785,29430,398619
79114,25000,727166
93038,72785,933034
95570,47152,860172
65506,13608,594478
49051,80063,447747
19620,61392,197847
71519,27848,717873
26582,79430,320307
41772,93987,443864
65506,45570,794063
10443,98101,139922
94304,29114,1079872
35127,72152,336089
10759,66456,96547
28481,97785,254934
95253,96203,869054
40190,27215,363502
5696,17722,51905
43987,95253,432671
47785,32278,429761
73734,13924,942955
99684,34810,972629
56013,78165,501791
81329,42089,768644
46835,42405,426797
23101,37658,206707
0,73734,234
9177,23101,82249
38924,71203,350413
58228,8228,1601342
40823,85443,396512
68038,45570,617880
61076,41772,543225
46519,25000,450104
22468,47785,218846
15506,83861,151345
97785,38924,906829
28481,16456,261044
57595,56013,574021
30063,51582,286692
90190,69304,848273
92405,88291,938034
17405,27532,159973
85759,14241,780878
85127,82278,843741
28165,66456,387867
2848,56962,48894
49051,23734,491577
98734,39241,1051681
15190,11076,173209
78481,53481,827196
93671,3165,850377
46203,56329,454055
23418,61076,339231
86392,21203,786215
97152,10759,1039023
91456,24051,1252863
11076,46519,134771
45886,60443,445358
71519,62975,797706
18987,49051,206075
64557,11709,597821
54114,29747,614921
69937,53165,881811
38608,73101,461015
55696,61709,1060368
41772,21835,425108
90823,26266,1147215
94620,633,956290
9177,29747,93996
99684,97152,1125476
12975,56329,136609
47468,70570,610573
68671,45253,987673
74051,54747,838620
7911,65823,88210
6013,61709,67557
37025,18354,435350
82911,19620,986131
76899,74367,995829
15823,69620,159162
25000,79747,267446
90190,91139,1012683
30380,94620,385876
66772,56329,769267
82278,67405,896952
52532,7595,518128
80063,46835,849371
78481,61076,1102593
56329,6013,1130375
6329,62342,79121
81329,13608,1101952
75316,22152,754224
73418,89873,808563
83861,60443,819557
11709,57911,1732020
21519,16772,212165
17722,4747,397702
81329,99051,990753
92405,13291,961740
87342,21203,960851
68038,64557,819217
20253,9177,226661
35759,89873,512819
65190,56646,634378
31646,73734,373042
98418,81329,1013163
58861,56962,909209
4747,60127,61099
51899,68987,577672
94937,97468,1159467
38924,46519,488439
77215,63291,760897
61076,54747,644293
99051,45886,1005752
68354,16772,685866
27215,36392,269724
4114,6962,43594
14241,41456,138912
96519,35127,962229
81646,93038,826288
58228,52532,572721
92089,90190,905981
21203,18671,207551
80380,51266,845502
58544,54747,590266
23734,57911,230730
41772,71835,415173
20886,2532,206919
25949,96835,250388
51582,76899,588820
31646,79114,367383
61392,98418,668311
96519,6013,1022575
1266,21835,13229
41772,64873,407778
5063,14241,49192
41139,82595,406718
46203,42722,447625
28797,29114,281272
78165,44304,1027111
34810,50000,349893
316,81962,3738
6646,66456,67229
23418,68987,298260
1582,29747,16544
22152,25000,215728
11709,17722,115414
50000,30063,527856
63291,29430,701485
23418,50000,228667
9810,2215,100760
92722,64241,944511
14873,87342,147807
16139,69304,154277
95253,50949,1025783
85759,65506,876645
80696,56962,737137
83544,81962,788692
59177,46835,566297
68987,633,642877
16139,54430,149650
96835,27848,901830
94304,98101,1757893
56962,60127,827237
47785,38608,472092
29747,32278,288460
75316,1582,718319
54114,81962,483511
99684,20570,1158467
60127,4430,594690
26899,89241,263460
32595,23101,314731
29114,58544,282595
3481,91772,34623
99367,82278,914816
16139,56962,146477
75633,75000,751205
53797,50000,483399
6013,95570,53389
49367,82595,448410
36392,8861,335025
44937,25633,437424
56962,87025,509891
47468,35443,475133
83544,72785,766777
33228,13608,305212
61392,0,553161
34810,16772,321485
11076,95570,100125
51266,95253,499819
46519,8861,509659
55380,2215,555590
43354,43354,525949
13291,3797,131730
39241,94937,477588
19620,74051,289747
92089,32911,1009037
56962,11709,590972
17405,25949,264245
87975,56329,876047
1582,59177,16333
20886,4430,210285
47152,53797,442944
58544,91456,626793
80063,11709,948173
25000,78165,312865
68671,53797,683309
38608,34177,432089
71203,31329,640208
15190,97785,139976
20886,96519,280462
79114,57595,780589
70570,85443,700470
14873,66772,137478
26266,6329,245429
22468,57911,254496
81646,98101,910811
37342,75633,377200
43038,83544,421066
14241,633,137584
45253,41139,524559
74684,54747,680896
31329,72152,308325
9494,78165,86346
66139,48101,790386
47152,84177,586301
6013,52848,76180
54747,73734,865359
77532,40190,876438
12342,80696,185647
95886,55063,1059951
95886,44937,1025248
71835,42089,740071
71203,25316,656392
3797,95886,33772
68987,66456,754763
9494,1899,94666
82595,80696,853772
30696,37025,360435
69937,51266,892503
80380,14241,844064
18671,72468,191464
96519,77848,2705286
90190,50949,1014927
76899,25949,943479
97468,16456,1172123
93038,5063,876900
13608,47785,269041
31329,33544,295558
44620,24684,444531
49051,22785,705553
16772,98734,752533
60127,64873,735105
21203,65190,254347
6329,79114,80974
68987,58544,741892
69620,40190,696701
93038,45886,994633
32595,32911,301183
37025,56646,402417
75316,69620,865734
83228,43354,870976
69620,24051,668120
74367,20253,744390
63608,47152,568781
19937,15190,179491
36076,41456,323302
53165,34494,475305
96203,97785,973918
96835,28481,960101
20253,87342,199049
27532,87025,263998
59494,41456,1183297
28165,316,288441
1582,91139,16045
7911,57595,75991
1582,64241,15660
4430,47152,43373
8544,81962,81851
97152,49367,973284
28797,82911,309890
22152,62342,213259
72468,23418,713529
66139,82595,660305
22468,33544,201122
56329,38924,535812
30380,52848,275106
7911,92089,70782
28481,35759,255702
83544,92089,785992
72785,16456,670622
13291,30063,121982
81329,50633,736356
74684,11709,689577
77532,29430,908134
16772,81962,200557
65506,91772,652523
28797,21835,279308
56962,63608,548740
56962,61076,547135
37342,59494,371786
12658,18038,125903
1899,31962,20046
96835,93987,938542
36392,59177,361681
58861,17089,581474
73101,67405,722118
70253,18671,695499
6646,23101,66252
17405,54430,315255
59810,84810,634113
95570,72785,962079
17405,74684,213538
1582,20253,20297
52532,17722,534496
80696,73101,790014
7595,55063,73813
82278,98734,800450
35127,20886,359217
7278,22785,72550
82911,85127,819968
61392,13608,593887
68038,69620,816578
44620,8228,465199
13291,71519,133887
78165,31962,824970
6646,43354,71502
43671,24684,462094
45570,62975,472729
74367,25949,796270
35759,21203,374647
316,81329,5007
31329,31329,328857
55063,77848,593101
13291,89873,142063
29747,18354,304027
34494,71835,368814
38291,76899,405393
32911,7278,372344
74684,59177,789716
78797,77848,827103
81329,33228,869909
18354,39557,193469
58544,31646,623235
80696,89873,800706
99367,40190,976915
6013,64241,74881
25316,91772,310773
91139,30063,1167480
62975,43987,838132
44620,11709,571084
94937,38291,1465877
949,27532,11525
69620,95886,732223
18354,75316,187105
34810,65190,344495
62025,62025,705417
85759,33228,1027019
78797,9494,828312
1899,86076,23391
86392,38924,950877
75000,87342,729449
43987,29747,476225
75316,22785,831375
55063,6329,597200
66772,95886,802082
52532,74367,517565
80063,74367,825783
78165,15506,715263
5696,26899,51671
5380,29114,48861
66139,57278,642280
31013,63924,305764
48734,80380,614562
39873,43987,498038
50633,1582,614706
21835,90190,295537
83861,81646,812287
52532,87658,590974
12025,47152,118918
22468,15506,231435
40190,40823,360467
88291,38608,803207
69620,54114,647722
79430,34494,851532
31013,52532,371672
76899,11076,1071106
8861,50000,107446
69937,95253,774017
54430,91139,503250
48734,86076,463920
4747,71203,47588
3165,31962,30045
71835,9494,670165
7595,87975,70355
10759,93987,135913
13291,17089,156765
35759,34494,351836
83228,79430,882413
91772,64873,1050341
88924,55063,942255
75000,83861,834886
9810,91139,101975
45886,29430,685489
37342,67722,375399
20253,316,240364
32278,63291,334362
82595,38924,837180
22785,82278,209508
16772,48101,154840
86709,55063,780885
59177,35759,589083
9494,50000,88010
94937,58228,932591
30380,92089,307586
8544,69620,108729
78481,49684,922077
87342,62025,782718
57911,88924,624993
93671,67405,854160
29747,45886,269487
63924,69937,570741
68987,56962,1151069
32278,38924,339843
95886,42722,1193043
35127,15506,404041
65823,33544,592586
99051,20886,1596144
46835,36076,434198
42722,72468,415323
96203,84810,873306
43987,71203,401392
42089,86392,415873
50316,64241,580115
9810,94937,117007
53797,8861,839525
27215,57911,267731
43987,67089,469179
94937,46835,922071
91139,92722,891913
37975,41139,351382
56329,25316,499092
18354,1899,170343
7595,50949,80191
12658,88291,113638
95886,81329,887696
25000,55063,243678
62658,3165,561142
94304,2532,890102
19937,2215,181226
86709,65823,782870
99051,4747,940376
79747,53165,717037
86709,85443,1752378
30696,50633,480285
18987,37025,297747
79430,25633,718821
18671,44937,168738
51582,10443,537861
36392,60127,335401
76266,91139,710118
60759,19304,550405
34810,65506,318195
10127,31962,90729
43987,23101,391872
58544,19620,529638
28797,88924,260025
31646,20570,308282
37025,59177,400805
50633,46519,552484
3797,77848,38971
96519,6329,867675
65823,6013,608371
5063,62025,47533
0,90823,278
55063,9494,565625
42405,6013,516175
54747,28481,497427
92722,40506,845462
13608,46519,145638
10759,36076,96283
12342,97785,111022
27532,41139,246921
12342,36076,113557
69937,67722,644600
93987,38291,841666
82278,21519,1085125
43038,74367,678531
71203,68038,641145
95886,33544,891019
95253,12658,869706
86076,75316,882853
36709,24684,331787
84810,56962,776113
61709,92722,591989
77215,56962,823609
65823,52848,727833
2848,62658,29452
9494,49684,127976
40506,43987,2156363
29747,87025,328447
63291,48734,752314
30063,64873,334380
33228,73734,325914
50633,59810,562300
57911,86076,516419
20253,86709,182372
88291,93671,813948
71519,79114,736652
99367,4747,1095338
13608,20886,165582
94937,88291,1143368
94304,4747,1204326
50633,53797,457482
44620,60443,401230
56013,85759,588081
94620,93038,1056835
69937,50000,785339
39873,83861,405827
37975,72468,369921
44620,54747,407732
5696,75949,53639
38924,91772,396621
63924,93354,832822
99051,41772,911787
7278,54747,66081
99684,12342,1163714
75949,28481,816463
85127,40190,790950
15506,90823,151552
49051,35759,483882
91139,74684,864958
42722,80063,408634
59810,20570,656136
74051,7278,869344
35127,81013,374752
34494,66139,308479
65190,23734,615525
44620,39873,418811
76582,86709,845956
7911,37342,99717
19937,13291,212284
93987,41139,936836
31329,49051,368672
12025,65823,121269
91139,57595,1184885
31962,6329,341042
83228,69937,862662
68038,88924,723637
18987,69304,185143
16772,51899,165163
45570,94304,414242
22468,17405,226653
60759,7911,578732
64557,10759,694355
56329,949,607979
2532,34810,34788
42722,12975,557439
37658,19304,473261
18671,27215,182775
48418,316,480021
12658,53165,118758
75633,74051,775277
96835,58861,876798
31962,15823,285598
64873,13924,634685
25000,65190,247805
51266,24051,503415
95570,23734,1017064
17089,98101,171025
92089,68354,881823
70886,77848,705113
84494,68671,969813
70570,37658,644708
5696,50000,52192
10443,59810,93847
63924,15190,570992
18038,25000,169313
59177,54114,527329
31013,24051,286988
60127,25316,1614878
12975,16139,119498
68038,43038,613871
69620,97152,636914
93038,46835,836251
77215,59494,702647
65506,33544,595951
34810,92722,316315
53797,63924,610765
22152,77532,284203
29430,55380,275908
65823,10127,589672
95253,47152,895065
21519,37342,193252
41139,97468,407707
93987,31329,863270
83861,86076,756168
93671,26899,883450
2532,52215,23848
78481,79114,1403895
40506,58544,371724
95886,15823,910488
11076,68354,101139
78481,4430,705711
83861,47468,875130
25633,69304,254769
35127,8228,425497
23418,55380,282639
45570,77215,490039
85759,43987,848297
13291,20253,119679
50633,44620,453140
22785,12658,204217
0,59810,211
37658,43354,383421
4747,20886,48327
63924,49367,617392
2215,30380,20950
97152,89873,887382
7911,85759,72100
78165,64873,734281
81646,37975,853871
21835,97785,203079
59494,78165,562672
52532,57278,523448
29430,72152,318482
63924,52532,570237
97468,61709,906792
63291,74367,571008
25949,87025,241818
26899,42405,276839
67722,23418,675163
80380,34810,755633
38608,54747,363220
22785,73734,204876
13924,67722,125074
25949,94620,233889
87342,10759,813036
65506,52532,652156
90506,49051,814622
8861,28481,81382
92089,78797,1470065
90190,45886,827996
95570,27215,887457
66139,949,652389
16456,88924,149188
1582,20570,15098
50633,38291,568513
41772,78797,478906
14873,633,232865
72785,49367,1078440
24051,51582,361944
87658,75000,1842570
45253,91456,461310
82278,58228,958664
35443,50949,388312
10443,38291,104549
24051,43987,234282
32278,99367,312479
84494,75633,813921
64557,97468,626794
54430,51266,757796
89873,64873,960052
9177,49367,95406
88924,31013,807926
949,93354,9316
81962,8228,794700
42089,67405,455647
76899,86076,924419
90190,87342,1092279
31962,41139,436610
31962,44620,286434
81962,40823,957463
18671,34177,188451
73101,85127,687288
95886,26582,863642
89873,19304,1032805
50633,75316,616853
63291,92722,632518
78797,99051,766358
73734,35759,762435
44937,24684,411103
28165,33228,252001
14241,90506,126757
19304,949,175305
83228,23418,745783
80063,47152,972287
20253,17089,203987
35759,7911,353566
74051,0,801978
10127,28481,210797
33228,34810,332958
55696,56329,586123
64241,80063,682440
62025,58228,555874
30063,45253,342510
33861,26899,345184
95570,38608,988268
87975,29114,954864
27848,89241,268299
60443,77215,761864
39241,76899,431485
37342,87342,429313
5696,13924,77660
95570,91139,1163012
7595,34177,92183
16772,13291,215185
69304,46835,642609
39241,65823,438988
66456,72785,615956
57595,23101,515807
25633,62025,229551
38924,67722,461274
54114,84494,601003
62342,29430,970125
93038,28797,1024271
7595,41772,78218
44937,87975,487779
71203,47152,776503
62975,39241,684147
59810,70886,605139
85759,6329,848704
62658,34177,623668
56962,79430,565288
75000,92405,846748
81013,24367,851251
95253,9810,1046772
80063,36709,793113
30696,20570,310424
48101,56962,471147
39557,81962,481329
6329,53165,78081
91772,93671,930502
50949,93354,511778
47468,82278,485814
45570,7911,1515730
56013,27215,540725
63608,13608,569871
6646,25000,59595
82595,64241,755327
70570,45886,1161179
23418,46835,298545
64873,38608,680803
57911,64241,526578
92405,83861,1483251
28481,87658,332482
633,94304,11726
61709,47152,605734
20253,7911,201976
54430,98418,520924
68038,38608,651573
24367,19620,220049
75633,30696,681411
88924,62025,822950
7911,949,152262
16772,21519,152203
67405,8861,612189
12025,70886,108255
58228,19304,517931
42405,33861,402839
5063,64241,47306
92722,71519,1152412
24051,81962,291559
58228,65190,547946
28165,39873,259298
88924,59810,1226016
46835,7911,425398
91456,19620,826038
20886,97152,189879
67405,53165,612523
78481,26899,1097834
19304,45253,176078
37658,87025,337886
14873,59494,132662
9494,20886,83972
43671,18354,403668
74051,3481,1279779
15506,633,152486
48734,31962,470404
69937,88608,744811
17405,29747,174938
36392,91772,325368
61076,50000,553012
16456,74684,146774
93671,45253,844735
80063,70253,1276112
89873,38924,1383313
75000,99367,755982
68038,50316,728648
12342,6013,121697
69937,67405,725792
59810,47468,659493
55063,39873,557884
84494,10127,772991
73734,61076,769722
68671,97785,822197
36392,39241,340905
1582,21519,16375
39557,34810,518453
10759,14557,129200
32911,65823,429835
12658,90823,142782
66772,61392,719151
28481,9177,257935
18987,37658,171763
23418,20886,238763
43987,77215,440633
50949,37658,455587
9810,73734,88825
20570,85759,185644
64241,32278,635278
88608,86076,851982
52215,27215,515495
80063,26582,857119
13924,60127,169178
97785,70570,1116955
75949,26899,753312
92722,20253,903606
28481,79747,253379
57911,63291,582792
63291,17405,812945
90190,25633,1082552
93987,41456,945217
1582,64557,16153
633,66772,6270
18671,39873,172954
