ImageWidth,ImageHeight,WantedImageWidth,WantedImageHeight,runtime
3940,1664,5220,2837,2239
100,1273,740,1664,1680
4580,2055,4580,1664,4271
100,882,5860,491,1512
3940,1664,4580,3619,1991
2660,2446,3300,3619,2183
4580,491,100,3619,2701
2020,100,2020,2446,1560
2660,2446,1380,100,2140
740,2837,5220,1273,2256
2020,1664,2660,882,1955
2020,2446,3940,491,2191
2660,2446,4580,100,2415
3940,2837,2660,882,2438
740,2446,5860,491,2282
100,1664,100,2837,2129
3940,882,1380,882,1956
1380,491,2660,882,2201
100,1273,3300,882,1857
5860,1273,5220,2837,2453
1380,1664,740,2055,1976
2660,100,3940,491,1610
5860,100,5220,2446,1876
3300,2446,100,882,2578
1380,2055,1380,3228,3500
3940,882,2020,1273,2646
5220,491,100,491,2013
3940,1273,3300,2837,2509
1380,1273,100,3228,2326
5860,882,5220,100,2436
1380,491,5860,491,2524
5220,1664,3940,3228,2595
5860,2055,740,882,2508
1380,100,4580,491,1672
2660,1273,100,100,2205
3940,3619,5220,2055,2777
3300,1664,100,100,2584
5860,2446,3300,1664,2171
3940,2446,2020,491,2567
5220,100,5860,2446,1753
3940,1273,100,2055,2669
3940,2055,5220,2837,2370
2020,882,5860,1664,2197
100,1664,2660,1664,1886
2660,1273,100,3619,2592
5860,2446,100,1664,2477
740,2837,100,3228,2504
4580,2837,2020,1273,2244
3300,3228,5220,100,2779
1380,3228,2660,1664,2527
3940,882,1380,1664,2314
5220,2055,5220,1664,2327
100,2055,2660,2446,2423
100,491,740,491,1752
3940,2837,5220,1273,2565
1380,2837,3940,1273,2451
3300,491,740,2446,2100
1380,3228,2660,491,2509
5860,2055,3940,2446,2484
100,3619,5860,882,2079
1380,882,4580,2837,2380
3940,882,100,1273,2157
2020,3619,4580,100,2935
100,1273,3940,3228,1747
3940,2446,3300,882,2662
740,491,5220,882,2259
3300,3228,100,3619,2446
740,100,5860,2837,2137
100,1273,4580,1273,2057
3940,491,2020,1664,2192
100,2055,740,2446,1849
5220,1664,5220,2446,2418
5860,1273,5220,882,2145
3300,100,4580,2055,2164
5220,2446,2660,1273,2325
1380,2446,2020,882,3463
2020,1664,4580,491,2501
100,2446,3940,1664,3149
100,3619,2660,100,2098
3940,2837,5220,3619,2378
3940,1273,5860,2446,2310
3300,491,2660,882,2573
5220,2837,2660,2446,2651
100,1273,2020,100,2059
5860,3619,2020,3619,2182
740,3619,3940,1664,1897
2660,491,740,491,2903
3300,491,740,3228,3043
3300,3619,2660,100,2004
4580,1273,3300,1664,2658
5220,882,1380,100,2551
2660,100,2020,100,1886
1380,3619,100,1664,2473
3940,2055,3300,3619,2335
2020,1664,4580,2446,2428
740,2837,4580,2055,2350
4580,1273,3940,3228,2361
5860,1273,3300,3228,2392
1380,1664,2660,1664,2229
5220,2055,740,2446,2392
1380,882,740,491,2524
1380,2837,740,2837,3457
740,3619,4580,1273,2943
1380,2446,3940,3228,2747
3300,491,2020,3228,2158
5220,491,4580,2446,2496
1380,2446,2660,491,2331
2660,2837,4580,882,2312
4580,100,100,2446,1828
3300,3619,4580,100,2485
5860,100,2020,2837,1795
5220,1664,4580,2837,2314
3940,2055,1380,3619,2270
5220,2055,3940,491,2955
100,491,3940,491,1793
2020,2055,5860,3619,2590
1380,882,3300,3228,2061
4580,2055,4580,2055,2252
740,3228,4580,2837,2239
1380,1664,1380,491,5091
2020,491,4580,100,2465
3940,2837,2020,100,2798
3940,491,5220,2055,3429
740,882,4580,100,2134
3300,2055,740,1664,2597
4580,2837,4580,2446,2376
3300,1664,3300,882,2574
2660,100,2660,3619,1704
5860,3228,740,3228,2930
1380,2446,2660,2446,2706
5860,1273,5860,1664,2379
2020,1273,1380,2446,2343
2660,882,3300,2055,2245
740,2055,3940,882,2197
3300,1273,100,100,2106
4580,1273,4580,1664,4119
3300,100,4580,100,2293
3300,491,5860,2446,2125
5860,2837,4580,2837,2463
740,3228,2020,2446,2180
4580,3619,740,882,2658
4580,2446,3300,3228,2297
5860,491,740,3619,2592
3940,1664,3300,2446,2377
740,882,3300,3619,2544
5220,2837,1380,3619,2190
100,882,740,3619,1572
100,1664,1380,2837,1823
1380,2446,4580,3619,2288
2020,882,740,1273,2731
3940,882,3300,2055,2897
740,2055,3940,2446,2363
740,1664,2660,1273,3503
100,491,5220,100,1941
5220,2055,2660,2055,3190
5860,882,2660,1664,2164
4580,1273,5860,2446,2518
1380,2837,3940,3619,2275
2020,3619,5220,491,2622
3940,1273,5220,882,2201
2660,882,740,2055,2560
3300,882,4580,2446,2741
1380,2446,5220,882,2683
4580,3228,5220,3228,2046
3940,2446,3300,1273,2219
2020,491,2660,882,2342
740,2446,1380,100,2329
740,2446,5220,491,2081
1380,3228,1380,2837,2216
2020,1664,740,1664,2251
100,1664,3940,491,1780
1380,491,100,1273,2040
100,1664,3300,1664,2767
3940,1664,740,882,2593
100,2446,4580,2446,1760
4580,2446,5860,3228,2210
4580,3619,5860,491,2356
100,3619,740,100,2071
2020,1273,5860,2837,2259
100,3228,3300,2446,2346
2020,3228,3940,1664,2866
100,100,5860,2446,1607
3300,882,3940,491,2758
100,3619,2020,2446,1818
2020,491,100,2837,2404
100,2446,100,2055,2099
100,2446,3940,3228,2133
5860,3619,100,2055,2289
2660,2837,4580,100,2145
5860,2055,5220,2837,2656
3940,3619,4580,882,3636
2020,2446,5860,882,2921
5860,882,3300,1664,2765
1380,3228,4580,1664,2423
2020,100,5220,882,1976
3300,1664,2660,1273,2589
740,1273,4580,882,1976
3300,1273,4580,100,1398
5220,3228,740,882,1720
3940,2055,3300,100,1365
100,2837,2660,882,961
2020,2055,5860,882,1515
100,3228,740,1273,958
2020,100,3940,3619,858
100,2446,1380,1273,1016
1380,1273,740,2446,2009
740,100,2660,1664,516
3940,3619,2660,2055,1549
100,491,5860,491,493
3300,491,3940,1273,1699
100,1273,740,2446,734
2660,882,4580,1273,1178
5220,2055,5860,100,1440
5860,3619,1380,491,1774
3300,2837,2020,2446,1867
2660,2055,2020,3619,1392
4580,100,1380,1664,787
2020,2837,1380,3228,1539
1380,100,740,3619,612
100,100,740,3619,472
3300,1664,3300,3619,1604
740,491,2660,2837,784
100,1273,2660,1273,679
2660,3228,3300,2446,1590
100,100,3940,491,632
5220,3228,740,2837,1519
100,491,4580,491,1089
2020,3619,3940,491,1396
4580,491,740,100,1733
3940,1273,4580,100,1562
2020,1273,2020,3228,1464
1380,2055,740,3619,1326
100,491,1380,491,735
5860,3619,1380,3228,1537
2660,3228,1380,3228,1496
2660,491,3940,3619,2119
1380,1664,100,491,1892
740,2055,5860,2837,1999
3940,2055,5860,491,1881
4580,882,4580,100,1239
3300,1664,740,2055,1529
740,2055,100,1664,1456
2020,1273,4580,1273,1520
1380,2837,740,3228,1741
2020,2446,5220,100,1140
5860,882,4580,1273,1676
2020,2055,1380,2055,1624
740,1273,1380,491,1087
3300,100,4580,1273,898
3300,100,100,2446,1544
5860,491,3940,1664,1515
1380,1664,3300,3228,1654
5860,3228,1380,882,1468
740,882,740,1273,1214
2660,882,1380,491,1759
5220,3228,1380,3228,1633
100,1664,4580,882,852
740,1273,3940,2055,1508
5860,1273,2020,882,1475
5860,1273,5860,882,1355
5860,1664,3940,2446,1758
4580,2837,1380,2446,1809
4580,2055,4580,2837,1863
100,3228,5220,491,707
5860,3619,4580,3228,1667
100,1664,5860,2446,570
2020,491,4580,3228,1196
5220,1273,4580,2837,3468
740,2446,740,1664,1735
3300,1664,1380,2055,1540
5860,3619,5220,1664,1955
1380,100,3940,3228,875
5220,1664,3300,491,1393
3940,1664,100,2446,1989
4580,882,5220,2837,1551
740,100,3940,491,553
1380,1273,5860,3619,1168
4580,882,100,3228,1449
740,2446,5220,100,1364
5220,3619,2660,2837,1442
3300,100,740,1664,1160
4580,882,5220,100,1473
1380,100,5220,2446,664
4580,1273,740,1664,2338
3300,2837,5860,3228,1398
4580,2837,740,100,1846
2660,491,3300,1273,1638
100,3619,5220,100,1389
3940,3619,2660,100,1485
740,100,4580,100,580
1380,2446,5220,2837,1477
4580,2055,4580,1273,1455
4580,491,4580,491,2408
100,2837,100,1664,2944
4580,1273,3940,882,1376
2020,491,2020,882,1514
2020,100,100,882,759
5860,882,100,1273,1577
2020,3228,5860,3228,1505
5220,491,5220,1664,1381
5860,1664,3940,100,1387
740,100,740,2055,770
4580,491,5220,1273,1627
2660,2055,3300,3228,1933
5220,2837,100,491,2304
3300,3619,740,100,1556
100,3619,3940,1273,967
2020,2446,4580,2055,1532
4580,3619,4580,2055,1520
2660,3228,5860,1273,1619
3300,1273,2660,1273,1846
740,1664,100,1273,1147
5220,1664,2660,1664,1587
3940,882,5860,2055,1552
100,100,100,100,564
2660,1273,2660,1273,1460
740,882,4580,491,2327
5860,1664,3300,1664,1210
2020,3228,2660,2055,1373
1380,491,5220,2055,1880
5220,2446,2020,3228,1707
3300,2837,1380,491,1325
3940,3619,5860,100,1664
1380,2055,100,3228,2211
1380,2446,740,491,1248
2020,2837,5220,1273,1502
4580,3228,2020,3228,1443
5220,882,5860,2837,2187
4580,491,2660,882,1374
5860,3619,100,1664,1575
3940,100,1380,2446,568
2020,1664,2020,2446,1623
740,3619,3940,100,1702
2660,2055,3300,1273,1415
4580,882,3940,2837,1630
4580,2446,3300,882,1662
100,3228,2660,2837,1070
5860,491,1380,2837,1989
3300,1273,5220,2837,1396
2020,2837,100,1664,1469
2660,491,5220,3228,1111
4580,3228,3940,491,1402
3300,1664,5220,2837,1912
100,3228,4580,1273,1250
4580,882,3940,3619,1036
3300,1273,3940,1273,2035
5860,2446,4580,3228,1610
3300,3619,3940,882,1332
100,3228,3940,1273,1143
3300,2837,2020,1664,1373
740,3228,1380,1273,1335
3300,1273,2020,2055,1438
2660,2055,2020,491,1194
3940,882,3300,491,1674
740,100,5860,100,1093
2020,1664,100,882,1324
1380,2837,3300,1664,1410
3940,100,4580,491,848
5220,491,5220,491,1547
4580,1273,4580,100,1656
3940,3619,2020,1273,1058
2660,1664,2020,2055,1532
3940,491,5860,2837,2190
4580,2055,5220,2446,1500
740,100,4580,2055,981
1380,3228,1380,491,1519
2660,2055,4580,3619,1254
3940,491,5860,2055,2291
5860,491,740,3228,1304
1380,2055,5860,491,1538
2020,1273,2660,100,2126
3940,3619,2020,2446,1593
3300,100,4580,1664,1302
1380,2055,5860,3619,1442
5860,1664,740,100,1544
1380,100,5860,3228,589
2660,2837,3940,3228,1293
2660,491,2660,1273,1606
2020,2837,740,3619,1336
100,1273,5860,491,526
740,3619,1380,3619,1549
2020,2446,5220,491,1489
5860,2055,4580,2055,1487
2020,3619,2020,100,1357
2660,2837,2020,1664,1397
5220,1664,5220,1273,1510
100,3228,4580,491,847
3940,2837,1380,1273,1507
100,1664,4580,100,761
3300,100,740,882,1392
2660,3619,2660,2055,1397
3300,3228,740,1664,1786
3300,491,1380,1664,1816
1380,491,1380,2837,970
5220,882,5860,1273,1291
5860,491,100,3228,1720
100,2446,3300,491,1518
5220,491,5220,2055,1112
4580,3228,100,3228,1458
1380,882,4580,491,965
740,3619,4580,3619,1711
5220,882,2020,491,1892
1380,882,3940,882,1553
100,491,4580,3619,575
2660,3619,740,882,1509
5860,1273,4580,3619,1556
1380,882,2020,2055,1690
5860,3228,3300,1273,1529
5220,3619,3300,2837,2090
2020,1273,1380,3619,1186
2660,2446,4580,882,1865
3300,2837,5220,3619,2325
2660,1664,100,2446,1142
3300,1664,100,1664,1483
2020,882,100,2446,2245
5220,1273,2020,3228,1393
5860,1664,3940,1664,1447
100,1664,2020,2055,854
2020,2446,100,2055,1934
2020,491,5860,2055,1476
2020,100,2020,882,702
3940,1273,740,882,1392
2020,3619,1380,2055,1807
5860,2055,3300,3228,1574
2660,2837,5860,1664,1735
4580,2446,2660,100,1357
5220,100,3940,3228,856
2020,1664,2020,1664,2110
3300,3228,100,100,1681
3300,1664,2660,2837,1664
1380,2837,5220,491,1424
1380,3619,740,1664,1638
740,882,5860,2055,1095
2020,3619,5860,491,1501
2020,1664,740,3228,1582
2020,1664,3940,882,1594
4580,1273,1380,2837,1684
1380,1273,2020,1273,1436
5220,882,5220,1664,1536
2020,2055,740,882,1485
3300,2446,3300,100,1493
740,491,5860,100,1465
2660,1273,100,2446,1541
2020,2055,2660,1273,1330
100,2446,4580,1273,1166
2660,3619,3300,2446,1551
2020,1273,1380,2837,1411
2020,1664,5220,2055,1859
2660,2837,4580,1273,2072
740,3228,5860,2837,1485
100,2446,740,3619,1712
2660,3228,740,2055,2541
2020,1664,740,2055,1508
2660,2837,4580,2446,1448
5220,1273,1380,3619,1573
5860,882,100,100,1910
4580,1273,740,3619,1402
100,1273,740,100,671
5220,882,1380,491,1499
4580,491,3940,2837,1589
1380,3228,100,491,1465
2020,882,100,1664,1239
5860,100,100,2837,810
4580,2446,1380,1664,1794
3940,1273,2020,2055,1265
5860,2446,4580,491,1976
2020,491,740,1664,1336
100,882,4580,882,1030
5220,3619,4580,3228,1569
3300,3228,2020,3228,1605
3300,491,3300,2446,1153
3940,2837,3940,100,1489
3300,1664,740,1273,1098
3300,3228,2660,100,2042
5220,3228,2020,3619,1579
3940,2055,5860,3619,1805
4580,1664,2660,1664,1613
2020,491,4580,1273,1234
100,1664,100,2055,797
740,1664,100,2837,1362
3300,3228,5220,3619,1579
100,100,4580,100,595
1380,1664,5860,100,1446
5860,3228,740,882,1511
5220,2055,100,491,1188
5860,1664,1380,2055,1459
2020,491,5860,100,2240
1380,2055,2020,1273,1294
5220,100,2660,2055,822
4580,3619,4580,1664,1441
3300,100,3940,1273,836
2660,2055,3300,491,1601
1380,3619,5860,100,1499
4580,2446,100,2446,1201
5220,2055,1380,2446,1531
3940,491,100,2055,2274
2020,1273,3300,491,1167
740,2446,2020,1664,1364
4580,2446,4580,3619,1732
4580,2055,740,1273,1503
2660,2446,2660,882,1696
2660,2446,2020,1664,1828
4580,3619,2020,100,1704
2660,3619,4580,100,1222
2020,2837,2660,1664,1538
5220,1664,100,3619,1292
5220,491,100,3228,1239
3940,2055,100,3228,1482
3300,2446,2660,1273,1549
2020,882,5220,3228,1220
3300,2446,1380,100,1595
3940,2055,3940,2837,2760
3940,2055,740,2446,1557
2660,1273,1380,1664,2026
4580,2446,740,3619,1391
2660,882,740,1273,1884
3300,3619,4580,1664,1969
2660,491,3300,2837,1122
5860,3619,1380,1664,1578
4580,2446,2660,491,1471
100,3228,1380,1664,958
1380,1273,4580,2446,1350
740,2446,2660,100,1323
5220,882,3940,2446,1603
1380,2837,100,100,1498
3940,2055,2020,2446,1718
3300,3228,100,491,1576
5220,2446,3300,3228,1974
5220,100,1380,100,747
2660,1664,5220,2446,1327
1380,3228,740,100,1565
740,882,100,1664,1006
5220,2837,3300,491,1496
740,1664,5860,2837,1087
4580,3228,2660,1664,1881
3940,2055,5220,3619,1463
740,1273,1380,2055,1236
2020,2446,1380,2055,1463
5860,1664,4580,100,1546
3300,1664,3940,1273,1612
2660,1273,740,100,1254
3300,1273,100,2837,1627
100,2446,4580,100,860
100,3228,5220,1664,999
2020,2055,740,1273,1573
3300,882,1380,491,1354
1380,882,2660,3228,1550
2020,1664,3940,1664,1691
740,2446,3300,100,1457
4580,100,2660,1273,672
1380,882,2020,2837,1444
4580,491,4580,882,1522
1380,3619,3300,1664,1493
3300,491,5220,100,1201
3300,2055,3300,2446,1496
3940,3619,1380,491,1850
100,491,100,1273,672
3940,491,100,1273,1340
1380,1273,740,3619,1777
3940,882,5220,1273,2325
3940,3619,3300,1273,1710
1380,3228,5220,491,1574
3300,2055,5860,100,2066
100,3619,3940,491,1208
5220,1273,4580,1664,1493
5860,1273,3940,3228,1479
100,1664,740,882,893
100,2446,4580,882,1321
5860,882,3300,2446,1389
5860,2055,1380,491,1414
3300,491,4580,100,1417
5220,491,740,1664,1852
100,1664,5860,2055,708
2660,3228,2020,2446,1800
3300,1664,2020,2055,1494
3940,3228,100,2446,1498
3940,2837,5860,1664,1790
740,3228,5220,1273,1358
100,882,3940,1664,758
740,2446,5860,100,1421
3940,3228,3300,100,1502
3300,100,740,2446,1636
100,3228,5860,1273,902
3940,2837,1380,2055,1454
2020,100,5220,100,616
3300,1273,2020,2446,1897
2660,1273,2020,1664,1367
100,882,1380,2446,1241
1380,491,4580,1664,1054
2020,1664,740,2837,2398
2660,3228,5220,3619,1522
3300,2055,3300,1273,1381
5220,882,3940,1273,1368
2020,3228,2660,882,1391
4580,2837,1380,3228,1350
2660,491,3940,491,1140
3940,3619,100,100,2205
2020,100,3300,491,709
740,882,2660,100,1600
1380,2446,100,3228,1540
4580,2446,100,100,1889
2020,1664,2660,1664,1452
2020,491,5220,3228,1514
5220,3619,2020,2446,1200
740,1273,2020,3619,1157
100,2446,2020,2055,1925
5220,882,2020,2446,1973
4580,2055,3940,2837,1813
100,2446,2020,882,1142
100,2055,4580,2446,946
5220,882,740,2837,1656
3300,1664,100,2837,1499
3300,2837,5860,1664,1665
2020,3619,4580,2837,1881
2020,3619,740,2446,1482
2660,3228,2660,2446,1510
5220,100,5220,491,1016
3940,3228,3940,2837,1518
740,2446,3940,2446,2060
5220,2446,5220,491,1912
100,1273,4580,3228,1445
4580,882,740,1664,1532
100,100,5860,491,495
2660,3619,2020,1664,1547
740,1664,3300,2446,1508
1380,3619,740,2446,1589
4580,2055,3940,2055,1733
3300,2055,3940,1273,1594
5860,2837,5220,2446,1533
100,1273,5220,2446,923
2020,100,1380,1664,908
740,882,5220,2446,1021
4580,1273,5860,3619,1715
2020,100,3940,882,619
3940,882,3300,882,1458
4580,2837,3300,1273,1459
2660,1664,2660,2446,1913
3300,2055,5860,1664,1510
1380,1273,4580,100,1184
2020,3619,4580,3228,1942
2020,2055,4580,3619,1658
2660,100,5220,3619,520
2660,2446,2020,491,1280
2660,100,740,2055,547
1380,2446,3300,2055,1603
740,491,740,1273,1574
740,882,4580,1664,1440
4580,3228,2660,3228,1300
2660,3619,1380,2055,1360
3300,2446,4580,1664,1752
2020,1273,2660,2055,1393
3300,1664,1380,2837,1632
100,2837,740,1664,1142
3940,1273,4580,2055,1428
4580,2055,3940,3228,1519
5860,491,3940,1273,1556
740,2055,3940,1664,1827
3300,491,4580,2055,1013
3940,2837,3300,491,1995
5860,2837,100,2837,1354
4580,1664,4580,3619,1416
1380,3619,4580,882,1542
740,491,3300,3619,994
1380,3619,740,2837,1046
3940,2837,100,2446,1932
3940,2446,100,3228,1572
1380,1664,2020,2446,1509
100,491,740,1273,636
2020,3228,3940,1273,2147
100,1664,3300,2837,722
3300,1273,5860,100,1467
2660,2055,2020,2446,1336
5860,491,2020,2837,1327
4580,491,3940,1273,1912
3940,2446,2660,3619,1571
2660,3619,740,1664,1607
1380,100,3300,1273,552
4580,2837,4580,3228,1323
100,491,1380,1664,750
2020,3619,2020,1664,2065
5220,100,2660,2837,639
3300,3228,1380,882,1605
5860,491,5860,882,1497
5220,3228,740,1273,1438
5220,100,3940,491,1451
4580,1664,100,882,1331
5220,3619,3940,491,1565
100,100,740,2055,633
5860,1664,5220,2055,1357
3940,491,1380,882,1509
4580,1664,1380,2837,1530
3940,2446,4580,2055,1620
2660,3228,5220,3228,1516
2660,882,3940,1273,1739
3940,882,2020,491,2007
5220,3228,4580,100,1668
2020,100,4580,1664,884
4580,1273,3300,2837,1855
2660,491,1380,1664,1097
740,1273,1380,100,1090
4580,2055,4580,3228,1417
5860,2055,4580,1273,1707
3300,2837,740,1664,1269
3300,1664,5860,1273,1446
4580,2837,3300,3228,1461
5220,2446,3300,100,1588
4580,2837,5860,882,1438
3300,3228,740,100,1429
100,3228,3300,1273,1469
100,3619,3300,2837,1429
5220,882,3940,2837,1015
740,3619,100,1273,1471
2660,3619,740,2837,1366
100,1273,2020,3228,713
3940,2055,4580,882,1421
740,1273,100,2446,1464
1380,2837,1380,1664,1340
3940,2055,3300,3228,1549
5860,2837,5220,491,1085
5860,3228,4580,2446,1465
2660,100,2660,491,840
3940,491,2660,882,1527
2020,2837,4580,2055,1932
100,2055,3300,491,702
3300,491,100,2055,1165
3940,100,2020,2055,575
5860,2837,740,2055,1220
740,1273,1380,1664,1510
3940,1664,2020,100,1383
5220,2837,5860,3228,1564
740,2055,5860,1273,1374
2020,2055,100,2446,1785
100,2837,100,3228,861
4580,1664,1380,2446,1668
5860,1664,100,491,1169
740,2055,1380,3228,1944
100,2837,2660,1273,1130
1380,2055,3300,882,1433
740,3228,5220,2837,1558
2020,491,100,1273,1124
3300,3228,3940,2446,1354
100,100,5860,2837,534
100,3228,3300,2055,1005
1380,3228,5860,882,1347
100,491,5220,2055,731
740,2837,2660,2837,1665
3940,1273,2660,2837,1225
1380,3619,2660,1664,1427
740,2446,1380,2446,1574
100,1273,5860,1664,609
2660,3619,2660,3228,1112
3300,3228,5220,1273,1491
4580,100,100,882,746
2020,2837,4580,1664,1444
2020,3619,5220,100,1571
5860,2837,4580,2446,1486
2020,491,2660,3619,1417
4580,1664,4580,2055,1724
4580,2055,5860,2055,1343
1380,3228,3300,882,1366
5860,1273,1380,1664,1581
1380,2055,4580,100,1069
2020,2446,4580,491,1538
740,2055,5860,3228,1131
1380,2837,5860,1273,1386
2660,3619,4580,2055,1467
2660,491,3300,2446,1443
2660,1664,3940,1664,1502
2660,3228,740,100,1446
3300,2055,4580,2055,1588
1380,3228,100,1273,1927
5860,3228,1380,1273,1320
5860,3619,2020,491,1518
3940,882,5860,882,1456
1380,3228,3940,100,1664
4580,2446,3300,1273,1441
3300,2837,2660,2446,1677
1380,2837,5220,1664,1532
3300,1273,3940,491,1214
2660,100,100,2446,629
100,1273,5220,491,745
100,3619,3300,2446,1420
2020,100,3940,2837,774
2020,1664,5220,2446,1487
1380,2446,4580,100,1437
1380,2055,740,1664,1522
5220,100,1380,2446,1135
2020,1664,100,491,1796
1380,882,3300,2837,1446
1380,1273,3300,2837,1151
2660,1273,5220,3619,1490
5220,3619,5860,2446,1991
3940,2446,740,2055,1416
5860,2837,3300,1273,1524
4580,2055,2660,3619,1421
3300,2837,5860,882,1445
5220,2446,2660,2837,1693
740,2837,2660,1273,1246
100,1664,3300,100,859
4580,3619,2660,1273,1564
5860,2837,5220,1664,1439
4580,1664,5860,1273,1577
3940,100,2660,100,1031
100,491,100,1664,816
740,2446,100,100,1446
2660,3619,3300,2055,1503
740,3619,740,3619,2359
1380,882,740,3619,1476
3940,3228,740,491,1963
2020,2055,3940,2837,1220
1380,1664,3300,1664,1863
3940,2446,1380,2446,1585
3940,1273,5860,3619,1475
2020,882,5220,2837,1716
3300,1664,5220,3228,1483
1380,882,740,3228,1215
2660,882,5860,100,1439
5220,100,5220,3619,989
1380,491,100,100,975
5220,2055,5220,2055,1354
5220,2837,740,3228,1231
2660,882,3940,882,2394
4580,2446,2020,2055,1641
3940,2055,100,2055,1479
5860,1273,2020,1664,1250
740,3619,2020,100,1551
1380,491,4580,3619,893
5220,3619,2660,3228,1767
5220,3619,5220,882,1453
5220,1664,3300,1273,1701
4580,100,3940,100,846
2660,2055,740,2055,1373
3940,1273,5860,1664,1412
3940,882,5220,2055,1478
5860,1273,3300,491,1425
1380,3228,740,3619,1486
100,100,100,882,637
3940,2446,3940,2837,1798
740,1273,2660,3619,1484
2660,3228,3300,882,1504
3940,3619,2020,100,1621
1380,1664,1380,1273,1637
1380,2446,5860,3228,1520
1380,491,100,491,1220
3940,100,5220,1273,840
1380,1273,5860,2837,1218
1380,3228,5860,1273,2502
740,2837,100,2055,1704
2660,3619,3300,1664,1437
2660,2055,100,2446,1694
100,2055,1380,2837,756
100,2055,5220,882,1258
2660,1664,3300,2446,1344
1380,882,2660,100,1525
3940,2837,3940,3619,1478
4580,882,4580,2837,1584
4580,3619,740,2837,1453
100,1273,4580,882,975
2020,491,1380,491,1389
1380,1664,100,882,1610
740,3228,5860,1664,1461
5220,100,2020,2837,689
3300,3619,1380,3619,1418
740,2055,1380,2446,1178
2020,1273,3300,3619,1580
740,2446,3940,100,1435
5220,3228,5220,3228,1527
100,2055,1380,100,1299
3300,3228,2660,491,1602
3940,3228,3300,2055,1614
2660,2837,5220,100,1704
1380,882,5220,1273,1373
100,2837,3300,1664,869
5220,2446,740,491,1507
1380,3228,1380,2446,1743
740,2837,1380,2837,1539
1380,1664,2660,2837,1415
5220,2837,5220,3228,1803
2020,3228,2020,491,1909
100,2837,2020,3619,1218
2020,100,3300,3619,867
3940,2055,5220,882,1793
