n,m,runtime
1,2,79
2,1,111
2,3,221
3,1,374
2,1,91
2,1,152
1,2,63
2,1,104
2,2,151
1,1,88
2,1,102
0,2,68
2,1,100
2,2,144
1,1,77
2,3,265
1,0,75
3,1,376
1,0,74
2,0,102
1,3,100
1,1,107
3,3,7480
3,1,354
2,1,93
0,1,115
3,0,125
2,0,99
3,2,1688
2,1,118
2,1,87
1,0,86
0,0,68
0,3,73
0,1,66
1,2,135
0,1,70
1,1,92
3,3,7832
1,1,87
1,1,76
3,3,7435
3,1,448
3,1,378
1,1,67
0,1,119
3,3,7830
1,1,79
2,1,117
3,2,1677
1,1,80
1,0,80
1,3,112
1,0,76
3,2,1702
2,1,182
2,1,102
1,2,77
2,3,232
2,1,92
3,1,379
1,0,75
2,0,90
2,1,91
2,1,95
3,0,168
2,1,114
3,2,1463
1,1,91
2,3,212
1,3,103
2,1,97
2,1,112
1,0,76
2,3,200
2,3,279
2,2,178
1,3,93
2,2,163
0,1,83
3,2,1760
3,2,1629
3,2,1535
1,2,81
1,3,88
2,2,257
0,0,69
1,3,81
2,2,153
0,2,57
3,0,130
3,1,345
1,2,74
2,3,207
1,1,100
1,1,133
1,1,68
0,1,79
0,2,54
2,2,169
2,2,158
0,1,89
1,1,93
1,3,95
2,1,102
2,2,239
3,3,7797
1,3,96
0,0,67
2,0,90
1,1,77
2,1,114
2,2,151
3,2,1548
1,2,83
1,1,130
1,1,74
1,1,67
2,1,120
0,1,66
1,1,84
0,2,72
1,3,91
3,1,387
1,3,68
1,1,119
2,0,85
2,1,120
3,2,1591
2,3,201
2,1,122
0,1,81
3,1,380
2,1,123
2,0,97
2,0,120
0,3,89
1,2,119
1,0,92
1,1,97
0,2,67
2,0,82
3,3,7906
3,1,391
1,3,106
1,3,133
2,3,244
3,0,139
1,3,92
2,1,116
1,0,91
2,2,196
1,1,99
1,0,77
2,0,88
1,1,132
1,2,93
0,2,86
2,2,175
2,0,87
1,1,93
0,2,73
2,1,112
1,3,103
1,2,83
2,2,266
3,1,456
0,1,81
3,2,1664
1,2,85
0,1,64
1,1,105
0,1,73
2,2,173
3,1,461
2,1,158
0,1,72
2,2,151
2,2,157
2,1,115
1,3,92
0,2,73
2,1,102
1,0,92
1,1,111
1,2,126
1,1,98
2,2,165
1,1,67
2,3,184
3,1,336
0,2,68
3,3,7097
0,2,78
0,1,61
1,3,136
0,0,74
2,1,101
2,0,86
2,2,155
0,2,63
1,1,100
2,2,155
3,0,149
2,1,99
2,2,191
3,1,408
0,3,82
2,0,97
3,1,375
1,1,79
3,3,7710
2,1,92
1,2,90
1,0,87
2,3,278
0,2,73
1,2,90
3,1,363
0,3,63
3,3,7800
2,2,163
3,2,1216
1,2,83
1,1,96
0,2,124
0,2,62
2,1,243
2,1,86
2,0,91
2,1,105
2,2,139
2,3,167
2,1,107
1,1,87
1,0,135
3,2,1528
2,1,93
3,2,1554
2,2,145
2,1,93
1,1,86
2,1,117
1,2,91
2,1,108
0,1,106
3,1,346
0,2,61
3,1,321
0,0,68
2,2,139
2,1,91
3,1,471
1,2,100
3,1,382
2,1,161
2,1,111
2,2,182
1,1,92
2,2,167
3,1,415
2,1,119
2,3,224
1,3,114
0,0,92
2,2,233
0,3,77
0,2,70
0,1,67
2,1,128
2,3,189
0,2,61
1,2,109
2,1,103
1,1,89
2,3,277
0,3,79
1,1,97
1,1,78
0,2,69
1,2,89
0,0,63
1,1,79
2,1,106
3,2,1533
2,3,253
3,2,1636
3,2,1892
2,2,166
3,0,153
3,1,440
2,1,120
2,1,105
2,1,107
3,1,409
1,0,162
2,3,428
3,0,213
0,2,60
1,3,128
0,1,46
0,1,49
0,3,53
1,3,117
2,1,179
1,2,242
0,3,71
0,0,49
2,3,322
2,1,148
0,1,63
1,0,74
3,2,2350
0,2,62
3,1,579
2,3,336
2,0,101
2,1,138
1,3,138
0,0,64
1,1,160
2,3,217
0,1,70
2,1,97
2,0,104
2,2,317
0,2,76
2,1,107
1,2,88
1,2,90
3,1,440
2,2,178
0,0,141
1,0,68
2,2,176
3,2,1975
1,3,98
1,2,84
0,0,76
2,2,174
2,2,137
2,0,84
1,2,89
3,0,138
2,1,137
1,3,177
3,0,97
1,1,93
2,1,119
0,2,70
3,0,109
0,2,56
0,1,61
1,2,77
0,2,62
2,0,175
2,1,128
1,2,83
1,1,84
3,3,8097
0,2,84
1,2,76
2,2,164
3,1,412
2,3,238
1,1,158
1,2,72
2,1,124
1,2,80
3,2,1741
1,2,102
1,0,75
0,1,75
2,1,111
0,3,60
0,2,95
1,1,112
1,1,76
0,1,76
2,2,185
2,1,103
2,2,173
2,3,242
0,2,75
1,2,90
2,1,221
0,1,69
2,1,104
2,1,95
1,2,79
3,0,113
0,2,63
1,1,86
1,1,167
0,2,59
2,1,179
1,3,109
2,1,111
1,2,95
2,2,179
2,2,181
2,0,107
3,0,132
2,1,121
2,2,177
2,0,141
0,1,79
1,1,92
2,1,122
1,2,87
2,0,72
1,2,81
2,2,150
2,1,119
0,3,71
0,3,100
3,2,2007
0,3,70
2,1,120
3,1,425
3,1,419
0,0,68
2,2,160
1,1,82
1,2,90
1,1,160
0,1,70
1,2,81
0,1,65
3,1,337
2,0,82
2,3,240
2,1,84
3,0,137
1,2,68
2,1,168
2,1,86
1,1,78
2,1,92
1,2,105
2,0,105
1,2,96
1,2,88
1,3,127
1,2,79
0,0,103
2,2,147
2,1,110
1,1,174
0,2,57
0,0,62
2,2,118
0,2,65
1,3,98
2,3,233
0,2,111
0,1,51
2,1,127
2,2,130
1,3,82
2,1,114
1,2,112
3,0,122
2,1,119
2,1,120
2,2,182
2,1,102
3,3,7453
2,2,123
2,0,93
2,0,74
1,2,84
0,1,70
1,1,80
1,2,60
3,1,491
2,2,183
2,0,93
2,3,233
2,1,113
0,0,77
2,2,157
3,1,424
1,0,97
1,1,98
3,3,8096
0,2,82
2,0,90
1,2,87
1,3,105
1,2,72
0,1,60
2,2,154
0,1,67
1,2,76
2,2,258
3,1,351
1,1,81
1,1,69
0,3,101
1,2,102
0,1,73
2,3,234
1,2,80
2,0,88
2,1,213
1,0,84
1,1,89
0,2,67
0,1,62
0,2,61
2,3,200
2,2,151
1,3,95
0,1,60
1,3,178
1,0,77
2,0,110
1,1,97
3,3,7453
2,1,108
3,0,141
3,1,403
1,1,85
1,3,122
0,3,110
0,1,63
2,2,160
1,1,80
1,2,76
2,2,154
2,1,103
2,1,94
0,0,72
2,1,90
1,1,138
0,2,71
1,0,70
1,3,93
1,2,91
1,3,111
2,3,201
2,2,146
3,3,8079
2,2,134
1,2,169
0,1,72
2,2,148
2,1,101
2,3,154
3,3,7830
0,1,71
2,1,107
2,2,172
0,2,68
1,2,140
1,2,76
2,1,123
2,1,115
1,1,93
1,1,84
3,1,411
3,1,407
2,1,84
1,2,97
0,3,129
1,1,86
1,2,90
1,2,74
0,1,63
1,2,78
2,3,221
0,1,60
3,2,1507
2,0,99
1,2,132
0,0,81
3,2,1560
2,1,109
2,1,86
0,2,57
1,3,100
1,2,73
0,2,67
2,3,184
3,1,435
1,2,89
0,0,73
1,2,67
3,2,1441
1,2,60
3,1,379
2,1,103
3,1,368
1,3,98
2,2,179
0,3,67
2,1,111
3,2,1631
2,0,89
2,0,79
1,0,88
0,1,60
0,3,55
2,3,203
3,1,375
1,2,81
2,1,114
1,1,102
1,0,79
0,2,84
1,3,91
2,1,120
0,1,63
1,1,80
3,1,390
2,1,121
1,1,87
1,2,86
2,1,103
0,1,84
2,1,108
0,2,72
1,2,84
3,2,1499
2,1,163
3,2,1553
0,1,74
3,2,1595
1,3,109
3,1,415
3,2,1506
0,0,77
2,3,223
2,2,139
3,0,149
1,0,78
2,2,160
0,1,77
1,2,120
1,1,98
0,0,64
2,1,122
3,1,418
1,1,83
0,0,104
1,3,119
3,0,129
0,3,63
0,2,73
1,0,82
2,2,178
3,1,477
1,3,108
3,3,7856
3,2,1866
1,3,109
0,2,72
0,2,60
3,0,136
1,2,105
1,1,101
1,2,71
1,2,81
2,1,109
2,2,242
1,0,74
1,1,89
1,1,80
2,2,169
1,0,86
1,2,83
2,2,178
1,2,71
1,0,73
1,1,131
0,1,60
2,1,118
1,1,79
1,0,64
2,3,209
2,2,162
1,2,94
3,1,404
1,1,86
1,0,107
1,1,85
2,3,174
3,0,111
1,3,103
0,1,68
2,1,99
2,2,139
0,0,63
3,2,1687
1,2,128
0,0,71
3,1,418
2,2,140
2,2,118
0,0,59
3,2,1361
1,0,64
1,2,72
1,0,60
3,2,1635
0,3,62
2,2,144
1,2,82
1,1,79
2,3,193
0,2,55
3,0,115
0,1,61
0,0,54
3,1,412
1,2,75
1,3,83
2,3,227
2,2,153
0,2,61
2,2,160
0,1,60
0,2,68
3,3,7761
2,0,147
3,1,426
2,3,196
2,1,92
1,2,88
3,3,7661
0,0,63
1,0,79
2,3,192
1,3,111
1,2,138
1,3,101
1,3,76
0,0,70
0,1,64
1,1,85
3,1,346
2,0,93
2,2,148
2,2,131
2,2,211
3,1,415
0,3,61
0,2,62
2,2,117
2,3,204
0,0,63
2,3,235
0,0,63
1,3,97
2,1,161
2,2,141
3,2,1604
0,2,54
1,0,69
0,1,60
0,0,158
2,0,84
2,1,122
0,1,61
0,0,96
2,2,158
3,1,387
2,2,164
1,2,165
3,2,1669
1,1,88
2,1,103
0,2,58
2,1,99
2,2,176
2,1,100
3,0,132
1,3,111
3,0,112
1,2,81
1,2,74
2,3,181
1,1,85
2,2,107
1,2,128
2,0,83
2,1,108
1,3,81
0,2,66
3,0,135
2,3,225
2,3,210
2,0,79
1,0,75
3,0,157
2,2,164
2,2,130
1,2,87
3,1,387
3,0,103
1,3,117
2,2,124
0,0,64
2,0,92
1,2,133
2,0,89
1,2,88
1,2,77
1,2,72
0,2,72
1,0,85
2,1,114
2,2,130
3,0,103
3,1,507
1,3,106
2,1,128
1,1,111
2,0,105
1,1,91
2,2,158
1,3,101
2,3,203
2,2,135
0,3,113
2,3,187
1,1,106
2,1,100
1,2,72
3,3,7327
1,3,89
2,0,104
1,2,67
3,1,387
3,2,1494
1,2,87
0,2,79
1,1,112
3,2,1618
0,2,59
2,0,91
2,0,76
0,2,60
1,2,82
1,1,156
3,3,7759
2,2,143
1,0,81
1,1,96
1,1,65
1,2,83
2,1,107
2,1,79
1,2,75
2,2,299
1,3,106
2,3,174
1,2,72
2,2,133
0,1,64
1,3,84
2,2,150
0,3,61
1,1,96
1,2,125
1,2,79
2,1,137
1,2,74
0,1,62
2,3,187
1,1,90
3,1,443
0,0,58
3,2,1613
3,1,356
1,1,78
2,1,98
1,1,70
2,2,148
1,3,106
3,2,1433
2,3,203
3,1,364
2,0,83
2,0,127
2,1,121
0,1,72
3,0,124
1,1,116
3,2,1442
0,3,60
0,0,66
1,3,101
1,2,65
1,2,116
2,3,204
3,2,1704
2,2,137
0,1,64
2,1,94
2,1,97
2,3,214
0,0,59
2,3,161
1,2,106
0,2,58
0,0,68
2,1,256
1,2,83
2,2,131
0,0,68
0,3,59
2,2,159
2,3,194
1,1,125
2,1,108
1,3,87
2,3,191
1,2,75
1,1,73
1,2,91
3,3,8199
1,1,87
0,2,68
1,1,144
1,0,89
1,2,86
0,2,62
2,3,211
2,3,186
3,0,143
2,2,145
2,0,122
0,2,60
2,2,295
1,2,68
2,3,187
1,2,87
0,3,52
2,1,92
2,3,181
1,1,84
1,2,101
3,1,381
1,1,91
3,2,1619
2,0,92
1,3,95
1,1,81
1,0,69
1,1,77
1,2,74
2,2,173
2,3,175
2,2,193
3,1,525
2,1,96
3,2,1745
0,1,61
3,3,7696
3,0,139
2,2,138
2,1,102
2,3,201
1,1,123
0,1,64
2,2,134
1,1,69
2,0,97
3,1,337
1,1,70
1,1,71
1,0,78
0,3,61
1,3,150
1,2,82
0,0,148
2,1,100
1,0,67
2,2,125
2,3,181
0,1,59
2,3,196
2,0,87
3,3,7866
2,0,117
3,2,1671
3,1,410
1,0,74
2,2,153
1,3,105
1,1,97
2,2,134
2,2,108
1,1,114
0,2,60
3,0,126
1,1,78
0,1,55
1,2,84
3,1,487
3,0,129
2,1,157
3,0,106
2,2,191
1,2,83
1,2,84
2,3,196
0,2,63
1,1,98
2,3,216
0,1,63
1,2,77
1,1,76
2,2,188
2,2,129
1,1,79
2,0,97
2,3,173
1,3,97
1,3,103
2,2,115
2,3,169
1,1,65
0,1,103
1,2,78
0,1,67
0,2,58
1,0,75
0,1,58
2,1,124
2,3,187
2,2,164
2,1,135
1,2,123
3,0,127
2,1,108
1,3,86
1,3,77
3,1,411
3,2,1676
3,0,123
2,1,110
2,0,101
1,2,134
2,2,130
3,1,309
1,3,93
1,2,80
2,2,143
0,1,68
1,0,80
3,1,320
1,3,98
3,1,393
2,2,143
2,2,125
1,0,64
1,1,99
3,1,444
0,2,71
2,1,99
3,1,322
1,2,80
0,3,103
3,1,421
2,2,177
2,2,135
2,2,146
0,2,68
2,0,106
3,2,1568
2,1,116
2,2,124
0,2,107
1,1,97
0,0,59
0,0,61
2,1,134
1,1,83
2,1,96
3,2,1536
0,1,56
3,3,7247
2,1,161
2,1,95
2,0,90
1,2,79
3,0,99
2,1,120
0,2,67
1,1,88
0,1,60
0,0,61
1,3,137
2,3,201
0,2,61
2,1,99
1,1,80
1,0,73
2,1,78
1,0,71
0,1,50
2,3,218
2,0,164
2,2,177
1,0,67
1,1,70
1,0,67
2,1,79
1,2,99
0,3,66
2,1,90
1,0,70
2,1,145
1,1,88
2,3,205
1,1,78
1,0,58
3,0,109
1,0,67
1,2,80
1,2,97
2,1,95
1,2,136
1,2,74
1,1,74
0,3,76
1,2,75
2,2,158
1,0,79
3,2,1556
3,0,112
2,1,105
1,2,120
2,2,137
1,1,68
1,2,80
0,3,69
1,3,84
2,0,101
2,1,104
2,3,161
0,0,58
1,1,152
0,2,57
2,2,137
3,3,7291
2,3,206
2,2,141
2,0,124
3,1,323
2,1,92
1,0,76
0,2,100
3,2,1430
1,0,65
2,2,132
1,1,90
1,3,94
2,2,166
1,3,92
2,1,101
2,1,102
1,2,118
1,0,64
2,2,165
2,1,99
3,2,1686
0,1,71
1,3,99
2,2,135
0,3,61
1,0,64
3,2,1854
3,3,7610
1,3,129
0,3,66
0,2,64
0,0,66
0,2,55
1,2,102
0,2,62
1,2,73
2,3,366
2,2,153
0,1,73
3,2,1660
1,2,81
3,2,1552
2,2,161
1,3,97
3,1,365
0,0,72
1,2,114
3,1,418
2,1,112
2,1,107
0,2,59
0,2,70
2,1,94
1,0,62
0,0,64
0,0,64
2,2,187
2,2,139
1,1,76
1,2,99
0,2,76
2,1,115
2,2,155
2,2,129
2,0,103
3,1,379
1,3,132
1,1,88
1,1,85
1,2,83
1,0,55
0,2,79
0,0,59
1,3,105
1,2,100
3,1,405
3,1,432
1,2,89
2,2,135
2,3,226
2,2,134
1,1,96
3,3,7478
1,0,70
2,2,152
3,2,1716
2,2,180
2,2,156
2,2,133
2,3,183
2,1,91
1,0,63
1,1,84
2,1,100
2,3,211
0,1,73
2,3,252
3,1,394
3,3,7357
2,0,97
1,0,75
2,0,92
0,2,62
2,1,112
3,3,7592
3,2,1428
2,3,223
1,2,88
3,0,143
2,3,177
1,1,82
1,2,90
3,1,389
3,1,353
0,3,64
2,3,181
2,1,185
0,1,57
0,1,58
3,1,345
2,2,131
3,0,132
3,2,1391
3,0,96
2,0,93
0,1,65
2,1,135
2,2,119
3,3,7163
0,2,54
1,1,97
1,2,63
0,0,51
2,2,90
3,2,1056
2,1,90
2,2,153
1,2,71
1,2,62
3,1,272
0,1,55
2,1,88
1,0,57
2,0,79
3,2,1069
2,2,92
1,3,103
3,1,270
1,1,69
1,1,58
2,1,82
3,2,1058
2,1,69
1,2,74
2,1,67
2,3,147
0,0,84
1,2,72
2,2,112
2,1,79
1,1,66
3,1,252
1,2,73
1,3,81
3,3,5433
2,3,136
1,2,99
2,2,113
3,2,1054
0,3,54
3,2,1054
1,0,59
1,0,59
1,2,62
1,0,54
0,2,55
2,1,122
1,1,74
1,2,65
3,2,1061
0,1,55
1,1,65
2,0,78
2,2,90
2,1,80
1,2,60
2,1,113
2,2,96
2,3,139
3,2,1050
2,1,80
2,2,107
0,3,54
3,2,1125
0,0,53
1,1,72
2,2,135
1,0,50
1,2,61
2,1,81
3,3,5431
2,0,76
2,2,94
1,1,75
1,3,73
2,0,66
1,2,99
0,1,54
1,2,60
3,0,95
1,1,73
1,1,69
3,2,1061
0,2,53
0,1,54
1,3,76
2,1,119
0,2,54
2,1,79
1,1,72
1,3,66
0,1,53
0,2,49
1,1,65
3,3,5732
1,3,68
1,1,108
2,1,92
3,0,90
0,2,55
3,0,90
0,2,55
3,2,1089
0,2,49
1,2,64
3,1,269
3,1,305
1,1,67
3,3,5713
3,0,93
2,2,109
2,2,104
1,3,66
3,2,1071
2,1,80
1,0,63
2,1,126
2,1,80
2,3,135
2,1,81
3,2,1043
2,2,107
0,1,56
1,1,77
3,3,5721
1,3,71
2,0,99
2,2,112
0,2,53
1,2,70
1,0,60
2,2,90
3,2,1034
0,2,54
2,1,83
2,0,73
1,1,205
2,2,402
1,0,87
1,2,118
3,2,2004
2,3,286
2,3,205
0,1,77
2,0,121
1,0,80
2,0,143
0,1,82
1,2,98
2,2,190
3,0,162
1,1,84
1,1,74
0,1,78
1,0,71
1,0,72
1,0,129
2,2,180
1,1,95
1,3,120
2,0,104
1,2,91
3,2,1885
1,0,71
2,1,158
2,2,171
2,3,284
1,1,129
3,0,140
1,1,79
2,0,112
1,0,72
1,3,113
1,3,92
1,0,74
1,0,72
1,2,150
1,1,90
2,1,144
0,0,79
3,0,153
0,1,74
1,1,79
1,3,106
2,2,195
2,1,124
1,3,142
1,2,108
2,2,174
1,1,94
1,1,65
2,3,264
1,1,61
1,1,67
2,1,125
2,1,112
3,1,523
3,0,135
0,3,66
2,1,113
2,2,173
2,1,113
2,2,163
0,1,65
2,1,103
2,0,117
1,1,141
0,1,65
2,3,219
3,0,136
0,2,71
2,3,210
2,2,153
2,1,109
2,2,146
1,2,107
3,1,506
0,2,70
2,0,100
0,3,60
3,0,132
1,1,99
2,1,125
0,1,72
1,2,105
1,1,81
3,1,454
2,1,123
0,2,70
2,3,238
2,1,107
2,2,168
3,0,121
2,2,156
1,0,76
0,0,71
1,2,121
3,1,438
0,1,64
1,2,76
1,1,87
0,0,73
2,1,113
2,3,216
1,1,75
2,3,214
1,1,121
2,2,162
2,1,77
2,1,86
3,0,143
1,2,91
0,1,59
1,1,79
0,2,59
3,2,1611
2,1,154
3,1,425
0,1,68
2,1,94
1,2,95
1,1,100
1,2,91
0,3,65
0,2,66
0,1,55
3,0,389
3,2,1959
0,2,79
3,3,7422
0,1,72
0,1,65
2,2,163
2,2,152
2,2,131
2,1,117
0,2,207
3,2,1873
0,0,60
2,0,86
2,3,215
2,2,144
1,2,78
2,0,78
3,2,1425
1,0,80
2,0,154
2,1,174
2,2,165
3,3,7716
0,1,66
2,0,92
1,1,97
2,1,124
1,1,78
2,3,220
2,2,237
2,1,109
1,0,84
2,0,94
0,1,72
1,2,106
2,0,85
2,0,81
0,2,65
2,1,139
2,2,211
2,0,199
3,1,435
2,2,153
2,2,148
2,2,148
1,0,78
2,2,156
2,2,151
3,2,1635
1,2,144
1,2,72
1,1,99
0,0,78
3,1,461
0,2,64
2,2,170
1,3,102
2,3,206
2,2,159
1,2,118
3,1,448
1,0,79
1,1,95
3,3,7753
2,2,170
1,2,87
1,0,76
2,2,164
1,2,69
1,0,112
3,0,143
1,3,114
3,2,1790
2,1,117
2,2,130
1,2,78
1,3,110
0,0,79
2,0,104
2,2,190
0,2,63
0,2,68
2,1,109
1,2,97
1,1,83
3,3,7684
1,3,108
0,0,66
1,1,87
0,1,89
2,1,94
1,2,75
2,2,115
3,3,7644
1,1,88
1,3,84
1,1,78
1,3,99
1,1,71
1,2,123
3,0,129
1,2,69
1,1,68
1,2,65
0,2,62
3,1,363
1,1,72
2,2,182
2,2,152
2,2,201
2,1,119
1,0,65
0,0,60
2,0,79
3,2,1659
1,1,88
0,0,60
3,1,353
3,2,1510
1,0,88
1,2,90
1,2,74
1,1,71
2,1,118
3,0,125
1,2,79
3,2,1550
0,2,58
1,0,76
2,2,288
0,1,64
2,1,111
3,1,371
2,2,105
3,1,305
0,2,64
1,2,76
3,2,35375
1,1,94
1,1,122
2,3,229
0,1,76
2,2,159
2,2,143
3,2,1608
0,2,55
1,1,64
2,3,159
1,3,87
2,2,160
0,1,53
0,2,53
0,1,70
1,2,67
2,1,109
1,1,64
2,2,114
3,1,337
1,2,74
3,3,6965
0,0,53
1,0,80
2,1,127
2,2,135
2,1,109
1,1,83
3,2,1243
3,2,1305
2,3,206
2,2,229
1,3,97
0,1,60
1,3,84
2,2,144
2,0,107
0,2,67
3,2,1698
0,3,62
0,1,68
1,0,118
2,2,184
1,1,87
1,3,82
0,2,59
0,1,65
1,2,72
1,0,78
1,0,137
0,0,71
3,3,7459
2,2,147
0,2,66
3,0,132
1,0,78
3,2,1727
3,1,312
2,2,142
0,3,61
2,0,100
2,1,192
1,1,80
1,2,107
2,1,145
1,2,95
3,2,1579
2,1,123
2,1,113
2,2,131
3,2,1438
0,1,99
1,0,65
2,1,117
2,1,92
1,3,118
1,0,57
2,2,140
3,2,1738
2,1,128
1,3,85
0,2,95
3,1,399
3,1,398
3,1,337
1,2,94
2,2,174
1,1,89
0,3,79
3,2,1751
0,1,57
3,1,462
1,3,100
1,0,71
2,2,128
2,1,118
2,2,159
3,2,1622
3,2,1407
3,1,343
2,1,123
2,2,200
2,3,223
0,1,72
1,1,90
1,2,90
2,2,161
3,2,1907
0,1,61
0,2,53
0,2,66
1,1,129
2,1,136
1,1,101
1,1,97
2,0,86
3,2,1576
1,1,72
0,0,78
3,2,1859
3,0,136
3,1,437
2,1,124
1,3,91
0,3,59
3,2,1456
1,2,120
2,2,138
1,2,69
2,2,173
1,0,89
0,0,94
2,3,249
1,2,91
3,3,6661
3,0,121
2,1,93
3,0,111
0,1,62
1,1,68
2,2,160
1,1,134
1,2,93
2,2,161
2,1,93
2,2,139
3,1,417
3,2,1742
0,3,61
2,3,223
1,3,85
3,1,454
1,1,95
0,1,74
2,0,96
2,2,136
2,2,127
1,0,77
2,1,99
0,2,63
1,1,89
1,3,154
2,2,150
3,2,1399
1,2,81
2,2,146
1,3,102
1,2,69
3,2,1561
0,2,59
0,0,62
1,1,121
1,0,107
1,0,81
1,3,108
2,2,188
2,1,119
0,0,81
0,1,60
2,1,101
3,2,1787
1,1,123
1,1,79
2,1,105
2,3,218
2,1,114
2,1,122
0,1,57
2,1,87
2,0,85
2,0,76
2,3,207
2,1,78
1,0,123
2,2,167
2,1,89
3,1,388
3,3,7914
2,1,100
2,2,167
1,0,81
1,2,144
3,1,465
1,3,102
2,0,89
0,1,59
3,2,1597
1,2,89
2,3,242
0,0,73
2,1,122
1,1,123
2,0,92
3,0,157
1,2,101
2,2,190
1,3,82
2,0,88
0,0,65
1,1,85
3,1,307
1,1,114
1,1,76
2,2,168
1,2,78
3,2,1465
1,1,84
1,2,85
3,3,7525
2,2,147
2,0,99
2,1,166
0,0,62
2,1,137
3,2,1836
3,3,7562
1,1,84
3,2,1479
1,1,76
3,1,398
1,3,100
1,3,128
0,0,69
3,3,7539
1,1,79
2,2,165
1,3,70
2,1,140
0,2,57
3,0,105
3,1,387
2,2,223
2,0,89
2,1,117
2,2,168
0,0,82
3,1,426
3,0,142
3,1,396
1,2,106
3,0,130
3,0,154
1,2,113
2,2,152
1,1,83
2,2,155
3,2,1825
3,2,1773
2,0,119
3,1,409
1,0,83
0,1,94
1,1,88
0,3,65
2,1,136
0,2,63
0,0,52
3,1,371
3,1,396
2,2,165
1,2,89
1,0,97
0,1,64
0,1,59
0,3,55
1,2,92
3,2,1408
0,0,56
1,2,66
3,0,107
1,1,74
3,2,1558
1,3,70
0,2,61
2,1,124
2,1,111
0,1,61
0,1,62
1,0,87
1,1,82
1,1,74
2,0,146
1,1,87
1,2,89
3,3,8328
3,3,7755
2,2,158
2,2,130
1,2,86
3,0,126
3,2,1616
1,0,119
0,1,73
1,3,97
2,2,138
1,3,74
3,0,119
1,3,61
1,1,73
1,3,60
2,1,116
1,1,129
2,2,158
0,1,70
1,0,75
2,0,84
3,0,96
1,0,68
3,2,1362
1,2,101
1,0,70
0,0,123
1,3,106
0,1,69
2,1,122
0,2,66
1,1,82
2,0,98
0,1,64
1,2,90
0,2,63
2,1,250
3,1,425
2,1,108
2,3,184
2,3,199
0,1,70
2,3,194
0,3,60
0,0,66
0,2,61
2,1,208
3,1,339
2,1,101
3,0,120
3,1,322
1,2,99
2,0,194
2,0,76
1,2,92
2,1,96
0,1,100
2,0,75
3,2,1468
0,2,53
0,2,59
2,1,100
1,3,99
0,1,59
1,2,88
1,0,94
1,2,110
2,1,88
3,2,1574
2,2,139
1,2,78
0,0,59
1,0,85
0,1,55
3,2,1322
1,1,77
0,2,95
0,0,59
1,1,98
2,2,131
0,3,61
3,0,125
1,2,75
2,2,145
2,2,167
2,1,125
1,1,139
0,2,62
2,0,86
1,1,84
1,2,68
1,2,78
2,1,119
1,2,73
0,2,66
3,0,115
0,0,185
2,1,99
3,2,1411
3,3,7504
0,1,71
2,0,92
0,0,79
2,1,130
2,1,107
1,3,81
1,1,128
2,2,178
3,2,1796
3,3,8125
3,2,1649
2,0,93
0,2,61
3,0,125
0,3,72
2,1,139
3,2,1702
1,1,87
0,1,52
1,1,75
3,0,128
1,1,86
0,1,57
2,0,75
1,1,86
2,2,191
2,3,247
1,1,64
1,1,69
2,0,76
2,0,80
3,3,7869
1,1,74
1,0,70
1,1,75
2,2,185
2,3,244
1,2,96
0,2,63
2,0,86
2,0,77
1,3,95
2,0,87
2,1,103
1,0,69
1,1,79
2,2,181
2,3,201
2,2,166
2,1,97
2,0,83
3,2,1534
1,1,62
2,2,149
1,0,70
0,3,65
2,2,181
1,2,80
3,1,390
2,1,121
2,2,136
2,1,113
2,2,141
0,1,61
1,0,76
2,2,120
2,1,179
1,0,77
1,2,97
2,0,79
2,2,145
2,1,110
0,3,58
2,1,106
2,3,188
1,1,97
1,0,127
2,2,163
0,3,61
1,2,72
2,0,93
3,1,460
3,3,7687
2,2,153
1,0,77
2,3,172
2,2,187
0,1,62
2,2,118
1,0,60
2,1,126
1,1,86
2,1,106
0,2,67
2,3,179
2,0,79
2,0,128
2,2,167
1,3,89
0,1,74
2,0,91
0,0,68
2,3,224
3,1,364
3,1,383
1,1,76
1,2,136
2,3,230
1,2,97
2,0,97
1,1,99
1,0,83
0,3,68
3,2,1586
1,1,80
1,1,91
3,1,456
2,1,97
3,0,111
3,2,1562
2,1,105
2,1,89
1,1,65
3,1,396
1,2,81
2,1,90
2,1,360
1,1,68
0,3,76
2,0,79
2,3,207
3,3,8532
0,2,67
3,1,402
0,1,77
1,1,73
0,2,88
0,2,65
3,3,7357
0,2,62
0,2,70
3,2,1445
2,1,100
1,1,61
1,1,71
1,1,66
2,1,144
0,0,60
0,2,63
1,0,83
3,1,382
1,1,68
1,1,156
2,2,216
2,3,210
1,0,61
3,3,6167
0,3,60
3,3,5424
1,2,76
2,0,75
0,2,56
2,0,53
3,2,1068
0,2,50
1,0,55
1,1,99
2,0,70
3,2,1052
0,3,56
1,2,68
1,1,69
2,1,93
3,2,1063
2,1,80
1,1,53
3,2,1103
1,1,58
3,1,253
0,2,52
1,3,91
2,1,83
1,0,61
1,1,54
2,1,69
2,3,166
2,1,112
1,2,71
0,2,53
1,2,66
3,2,1058
1,2,60
0,3,52
2,1,80
0,3,55
2,1,79
1,2,104
2,1,80
1,0,51
0,1,54
3,1,250
1,0,51
2,3,143
2,3,143
0,1,53
2,1,80
1,1,102
3,2,1049
1,0,54
3,3,5722
1,3,70
1,0,52
