ArraySize,Key,runtime
78165,12658,1013
63608,74684,70
24051,19304,59
73734,42405,59
99051,67405,1571
95570,36392,2340
89873,33861,92
73101,12025,62
24367,22468,49
35759,26899,107
20886,71203,49
55380,32595,2150
37975,52215,136
12342,8861,108
57278,42722,2052
70253,93038,1326
76266,28165,996
18987,57911,53
61076,95253,2343
45570,1582,119
28797,85127,130
74684,48101,2921
58544,74367,551
58228,31646,517
60127,54430,444
62658,36392,562
316,633,63
66456,31013,2614
81329,30696,769
35127,74367,432
60443,72785,10394
74051,10443,888
79747,5696,1456
1899,47468,1347
47785,57911,605
37658,68038,632
41139,48101,1232
44937,99051,414
60759,22152,714
60443,6646,518
68671,15506,819
36392,13924,417
64557,68987,716
77215,84177,1947
76266,24051,748
69304,14873,1354
633,75316,87
68671,56329,564
70886,10759,450
71835,1266,461
40823,75316,373
41456,90823,2429
92089,66456,1655
46203,87025,419
76266,30696,614
5380,17089,109
13924,85759,174
61709,95570,1256
43038,34494,1252
74051,91772,594
56646,63291,585
89241,8861,521
97152,92722,2694
2532,71519,1111
72785,36076,2314
7595,89557,1127
34177,1899,137
2215,10127,80
13924,32595,815
49367,22468,472
43038,11709,400
23101,94304,198
39241,30063,1518
41139,94937,1564
18987,28481,401
66772,18354,4373
98101,30063,3738
75316,85759,618
82278,5063,1646
26582,56329,1630
41456,48101,1858
12658,26266,215
43354,21835,307
78481,10759,2672
28481,78165,2156
87658,14873,1747
11392,6329,1667
59177,76582,1959
74051,18354,2768
7911,60127,90
23734,34177,81
68354,53165,1114
95570,13924,2055
40190,35443,2236
70253,81329,1228
62342,99051,8745
99684,42722,8196
28797,85759,2133
50316,42722,538
22468,66456,1903
88291,13608,1888
90823,4114,365
85443,88291,2304
43671,25000,2455
37975,75000,2571
17089,93671,721
6962,3797,232
58544,58228,629
37342,25316,1811
50000,96203,1066
2532,59494,81
20253,74684,61
66456,43354,3064
51582,62658,2590
37342,53481,824
93038,3481,2390
6646,6329,311
12975,96835,312
74051,12658,1636
97785,33544,429
33544,74367,2911
49684,94937,1839
48101,18987,2486
91456,60759,1444
70570,12025,2029
89557,3481,1373
43671,31962,113
34494,50633,4255
99367,81646,1249
13924,58544,110
62658,10443,952
91772,36076,1852
69937,75633,205
24684,53481,169
93354,67722,2372
44937,39873,2112
40190,36076,3842
83544,97468,1868
18671,45570,1022
88291,31962,5060
61076,20570,1982
52848,47468,4441
68354,48101,4386
13924,97152,1196
96203,63924,2824
54747,83228,1984
85127,15190,8320
70886,70886,4828
22785,53797,172
58861,38608,370
42722,81329,328
48101,95570,4401
45886,40506,1317
78797,56013,1281
633,98734,62
50000,25316,1794
26582,76582,353
10127,7278,1568
83861,70886,1952
79114,93354,8517
51266,78797,922
75949,50633,854
82278,87975,4087
96519,54430,5506
39241,47152,1451
24367,71203,109
18354,24367,455
32911,99684,2850
89241,58228,2240
37658,51582,1254
19937,75633,192
94620,27215,2245
90190,5380,5552
90823,40190,1401
94620,65506,2297
97785,19937,3600
38924,82911,2251
44937,35443,2792
45570,2848,561
98734,12658,1235
16139,67722,99
18987,33544,113
47152,87025,2777
19304,55696,3796
17722,69937,3281
42722,63924,1606
64557,91456,1223
53165,21203,140
49051,8544,1122
20253,50000,123
23734,82595,52
14873,27215,135
28481,88291,1034
63924,97152,933
30380,85443,126
35443,13291,1474
63608,77848,2208
46519,28481,1166
92089,34810,250
83861,0,1880
90506,12342,1545
17722,7278,89
7278,68671,54
93038,95570,73
68038,1899,72
43354,90823,55
41456,54114,65
51582,31646,59
47152,75633,2178
44937,6646,1609
37025,55063,1562
12025,53797,67
29747,27848,1560
71835,41139,74
98418,40506,1120
25949,85759,50
86709,33861,75
79747,2848,753
26899,14557,49
44304,62975,49
91456,11392,2181
99367,44937,2182
97785,12975,2496
68671,33228,250
41139,47152,1544
49684,2215,194
56962,6646,49
54747,68671,154
949,86076,74
90823,633,107
26582,74051,127
19937,78165,51
69304,76266,1299
78481,48734,71
92089,84177,812
43671,26899,66
74684,76266,1176
34177,70886,65
9810,64873,53
5063,8861,46
48101,67722,59
95886,20570,1273
40190,77215,60
72152,45886,827
47468,93038,55
13924,88924,993
316,32595,62
5063,52532,47
73418,2532,87
76266,3165,65
68671,27848,66
93354,4114,1359
20570,18987,53
89557,39241,838
70886,77532,83
7278,10443,51
65190,36709,68
15190,84177,50
52848,69937,55
84177,46835,84
42089,7278,55
22468,89873,59
83228,26582,1179
15823,53481,53
18038,37342,56
46835,98734,1007
7911,15190,66
76899,58228,70
63924,11709,636
24684,81013,56
633,47468,46
34810,65190,58
91772,62025,669
13924,77848,51
47468,20253,57
51582,35127,55
91456,27215,63
61392,72785,1206
32911,62025,65
88291,67089,75
2532,24051,46
32278,88291,971
51899,81962,74
2848,28481,49
80696,79430,64
92722,77215,79
58544,64873,1190
74367,76582,84
99684,72785,1306
11076,316,91
83544,17405,979
62342,26582,837
89557,21203,1163
45886,41772,59
17405,48101,1159
67089,87658,78
92089,43987,71
90190,36709,67
88608,4747,79
53165,68038,797
89241,58861,62
14241,85443,48
94937,21519,61
14557,88924,54
20570,89873,50
94937,86392,1181
31646,85127,120
87975,98418,1681
20253,30380,88
31962,5380,575
21203,32278,1479
21519,23101,1296
50949,12975,1350
10443,5696,1097
78481,81013,1882
19304,95253,1047
50316,85127,5629
93987,36709,2386
11709,1582,1656
25949,30696,5140
4114,39557,203
18354,77215,1472
26266,66456,1518
10759,7911,85
7278,65190,45
87975,73734,127
93354,77215,5695
8861,57595,187
42089,14557,209
38291,44304,12689
37658,36709,776
62025,52532,1712
63608,45886,1574
89241,98418,10943
1266,37025,194
13924,91772,2758
59494,0,4664
47152,68354,1405
12025,10127,902
53165,43038,4038
37658,40190,594
58228,66456,961
47785,77848,975
93038,83861,1324
16139,19937,889
93987,50000,2103
23101,78797,1128
86392,76582,1096
52848,57278,1440
56013,58861,184
95253,99051,3876
54747,21203,975
56329,54430,1958
45886,25316,1612
60127,11392,1067
52848,83544,247
28481,31013,1370
32595,24684,2795
10443,87975,844
16772,93671,153
9494,1899,220
34177,9494,1632
30380,55380,1339
14557,22468,913
81329,20253,918
27215,80063,51
86076,13608,1395
2532,1899,180
75316,85127,976
36392,59494,140
65506,0,354
59810,58228,1278
56329,89557,129
52215,54430,1228
56962,72785,1910
1899,8228,160
53481,34810,2337
26266,50633,1233
25316,45886,3066
62658,58544,1463
87025,38924,461
6329,2215,514
50000,52215,2573
95253,55380,1429
88924,98734,81
44620,65506,849
64873,93038,823
71835,93671,78
75316,81329,76
18038,99367,832
48734,66772,735
60127,3165,1654
47152,93671,1039
40823,60759,168
67089,28797,2185
31962,80380,116
13924,88608,111
36076,25949,1583
10443,7595,163
96835,78481,202
85443,86076,613
28481,90823,184
28797,90190,173
54114,93987,1634
35443,49051,61
58228,78481,75
40506,3797,58
5380,80696,49
55063,97152,997
97152,27532,1462
46519,2848,127
43987,22468,125
20570,17089,172
45570,51582,1293
86392,24367,198
91772,68671,1825
90823,11392,1427
80380,75000,126
16139,30063,53
6962,19937,114
76582,66139,5352
43987,37342,2035
98101,74367,1464
78481,65506,1284
76899,81646,294
14241,64241,129
49051,16139,113
91772,98734,1150
7278,78165,281
53797,43671,124
91772,93671,2596
47152,89557,1960
87658,33544,175
55380,12658,201
10443,87658,208
20253,97785,2208
6962,98418,293
92722,4114,1432
31013,34810,60
45886,12658,50
64873,39873,679
63608,78481,82
65190,35127,57
40190,31013,58
77848,19620,905
35759,12658,50
41456,6646,888
23734,5380,64
93671,43354,1007
90823,35759,81
89873,44304,70
73418,22468,62
42089,37975,646
97785,93671,60
66456,19937,60
82278,58544,59
50000,38924,1100
37658,37658,75
86076,21519,748
46519,34177,54
39557,29747,48
13291,76582,55
3165,46519,46
1266,6013,46
99051,38924,90
97468,32911,1179
26899,36076,183
45570,57278,1022
64241,31329,818
64241,5063,153
94620,29430,109
76266,21835,1553
84810,65506,1005
37658,84810,171
15506,3797,1458
12025,95253,56
90506,78165,71
5696,49684,46
99051,31013,74
62975,37658,76
3481,97152,943
15506,57911,878
9810,16139,75
31646,18038,50
62658,76266,58
86709,50949,62
23734,29430,51
20570,11709,51
12658,42405,50
36709,92722,57
36709,12975,1036
26582,62025,971
48101,83861,135
47785,91456,57
31329,18354,105
87342,86076,69
48101,58861,52
92405,14557,898
44937,94937,891
28481,94937,49
46835,7595,60
58544,34177,80
85127,3797,63
45570,91139,60
62975,72468,56
20570,46835,49
29114,43671,54
7595,74684,46
30380,33861,60
62342,68987,1053
54114,66139,63
56646,23418,77
87025,27848,73
87658,3797,795
65506,23734,1248
53797,69937,68
15823,29114,50
23418,21835,53
24051,14873,50
84494,78165,69
16139,22468,53
93354,6329,146
84177,49367,1078
99684,22785,80
67089,87975,57
51266,38924,59
37342,31013,61
52848,9810,63
14241,8228,55
65506,11076,760
52848,11392,58
49051,71835,77
62025,57278,60
87658,29430,686
23101,40506,901
92405,31962,90
99684,94620,1108
9810,36709,52
80380,60759,65
4114,13924,46
51899,92405,66
94304,95253,90
91456,68987,823
44937,40190,67
35127,68987,55
69304,5063,77
83228,96519,85
75949,57911,82
46519,87342,57
23418,65823,53
53481,25000,925
56329,62975,70
82278,44620,200
35127,36076,1460
89241,60127,1901
21835,50316,171
95253,31013,1333
38608,68671,2028
12025,67405,1030
64241,79747,6641
13924,95570,439
49051,26582,1204
81013,6013,1057
50000,21519,129
13608,29114,48
35759,68671,49
38291,93038,130
70570,44937,1275
95886,93671,188
57595,22785,59
96835,56962,700
21519,13291,58
23734,68671,1526
2532,1582,75
95570,29114,2577
49684,19304,1356
38924,17089,59
23418,85443,49
87658,27532,1851
31646,33228,66
70253,34177,957
29114,97152,53
35127,90823,937
94304,73101,191
17405,31013,173
72785,82278,276
75633,49684,1299
79114,50633,1260
64557,24051,1266
62975,25633,997
47785,85443,117
69937,95886,1238
78481,87658,1199
76266,66139,155
37342,77215,104
84810,67722,1694
68671,79114,2178
74051,71519,839
45253,27215,1023
43354,37975,1080
63608,80696,1333
75000,56962,231
56013,29114,237
73734,9810,1596
81329,71519,1155
43038,55380,172
87975,37342,1576
93038,65506,2380
50633,35127,104
31013,19304,197
68354,62975,513
87658,37975,1325
75000,3797,2076
24684,3797,1137
23734,57595,1038
49051,60443,74
10759,10759,51
51582,56013,78
57911,6329,919
84177,98734,68
21835,37975,58
33861,66456,711
90506,2215,1271
949,35759,65
17722,88291,54
28165,25316,56
65823,24367,157
19304,70570,113
54747,98101,1576
67722,58861,1824
77848,97785,2168
5063,22785,132
9810,10443,135
98101,95253,5959
32595,62025,1260
74684,7595,77
62025,61392,1168
41139,66772,1105
95886,2848,594
12658,1582,164
18038,97152,114
6329,7911,127
99051,9177,166
86709,17089,1428
46203,44304,1111
42405,55696,1759
633,87025,86
68038,82278,1258
74684,8228,3211
95886,98101,2132
76582,87658,223
62975,3481,490
16139,23418,130
43987,20570,3469
13608,90190,157
10443,62025,272
93987,35127,1338
71835,72468,1326
90506,67089,1971
76899,68354,755
50949,0,292
40506,31013,893
34494,83544,1165
86076,57278,125
37658,98101,58
45886,34810,1423
4747,44620,60
99051,40823,1538
82278,48418,1815
35443,98101,193
13291,61392,298
76899,85443,1272
52848,45570,51
54747,13291,54
98734,64557,758
98734,1266,62
39873,99051,61
45253,0,310
70886,56962,63
2848,79114,48
54114,26582,55
95886,21203,1213
80380,20253,146
88924,23101,958
27215,66456,98
88291,82595,90
34494,58228,49
95253,37975,60
93354,92405,285
25000,79114,50
50316,76582,1096
17722,20886,65
90823,13608,80
56646,78481,59
7595,32595,49
93671,55063,83
18671,68671,820
16772,73101,53
41772,25949,49
22785,633,1733
31962,33861,138
33544,49684,106
93038,34494,111
86709,27532,1185
65190,56013,1523
38924,73418,526
68987,2215,1416
9494,8228,55
27848,75316,696
28797,36392,2368
66139,69620,1418
86709,45253,1438
52532,80696,1010
65823,316,135
75000,36076,708
4114,42089,123
25949,1899,683
78165,4430,64
72152,73734,1819
46203,38924,1776
57911,85759,2412
56962,84494,59
25633,25000,52
16139,27848,54
72468,54114,4567
95570,77532,1411
36392,9810,57
79114,13924,115
7911,77215,55
21835,66139,49
36076,44304,125
50000,58544,130
1266,9494,122
79114,76266,1182
71203,50316,1107
69620,90823,81
90823,43354,1059
48418,39241,56
19304,11076,1268
74684,70886,82
29114,18038,129
10443,2532,58
72152,76899,1188
37025,36076,166
24051,48101,53
95570,37975,84
58228,19937,62
66772,57911,657
68671,95886,77
9494,62342,54
39557,65823,53
36392,25316,61
13924,61076,49
87658,18987,58
36709,29747,54
31962,71519,50
61392,51266,872
95570,24367,79
86709,25633,3183
25316,58228,83
75316,80696,69
48418,15190,61
51582,33544,826
83861,27848,60
12342,21519,50
89557,91772,63
94620,86392,2048
81013,9494,1197
52848,24684,1260
26582,12025,136
22468,43987,88
48418,40823,60
61709,69304,69
68038,1582,962
18038,54430,52
13924,40506,51
58544,39873,61
45886,90823,61
89557,60759,1315
14557,60127,58
91139,45253,71
55696,78165,787
80380,71835,791
56962,57911,62
95253,82911,76
29430,22152,1125
94620,14873,1040
89873,84810,830
10127,17405,69
74367,30063,694
52215,78797,62
5380,65506,63
57911,80696,1066
27532,28797,787
96835,87658,1601
40506,8544,934
52848,84177,2044
68038,41772,3166
21203,78481,1914
37342,61076,1196
52848,10759,244
91456,8228,137
32911,14557,1967
78165,31646,2218
62975,97785,1010
27848,47785,73
60127,67405,1397
94937,81329,277
56329,42405,1414
96203,63291,1599
71203,27848,821
45253,47785,2269
41139,72785,1613
96835,25000,1724
88608,24051,2424
40506,88291,129
53797,61076,218
5380,0,384
95886,61392,4806
84494,94304,1351
0,3165,54
31646,43038,61
92089,93038,1166
47152,56013,998
28797,50633,1178
70570,39873,1005
87025,2532,280
33861,96203,152
10759,78797,442
77215,78165,1025
71835,70886,1091
19304,84810,106
71519,15506,161
3165,54430,48
75000,99051,167
18354,53165,56
8228,49051,53
40823,65823,53
74367,20570,194
49684,76899,1678
52215,81329,2914
31646,29430,929
5063,41772,92
16772,30063,931
35127,93987,839
78481,74684,1003
2532,30696,64
82278,77532,1344
20253,94304,60
25633,86709,114
21203,94620,49
49367,8228,110
0,82911,46
41139,71835,50
45886,5063,62
40190,55380,50
66139,6329,1223
6013,25949,64
54430,5380,1208
45886,87025,71
38924,64241,63
43038,316,3019
68671,25633,1775
60443,75949,1618
19620,17722,1128
59494,37658,287
49684,26582,1905
32595,44620,63
34810,74367,54
69304,98734,74
71835,10127,1801
32278,0,1273
71835,47785,106
55696,61076,54
95253,43038,770
81013,34810,77
62025,61076,926
43038,4114,1518
57911,20253,1583
37342,57911,1011
62975,10443,1032
316,5696,60
39873,70886,729
64241,10127,1210
25316,27848,57
84810,12975,349
0,15506,47
77532,46835,1197
316,77848,147
97152,93038,1554
77848,82595,69
74684,14241,1323
59177,49051,1438
31013,79430,120
56013,47152,142
80696,59810,173
43987,98734,892
83228,62975,204
89557,36709,2510
26899,91456,141
32278,61392,110
27848,22468,109
25633,53797,155
34494,61076,197
61392,29114,224
25949,54747,3713
48101,39241,1165
20570,56013,1003
29430,54114,1276
56329,20570,1095
24051,45886,67
2532,35127,56
93038,21835,128
56646,949,1062
59177,75316,796
44620,37025,90
1582,11709,46
91772,77215,60
88291,89241,1089
93671,87025,156
64873,17405,2020
52215,82278,1894
87975,15823,68
42089,54747,144
91772,68987,898
58861,98101,2217
12975,31013,148
72468,3165,106
36076,88291,85
97152,68354,859
2215,23734,46
71203,30063,62
21519,79430,54
29114,93038,49
12025,55380,162
16456,22468,48
53165,25949,659
47785,80696,56
4747,22785,46
7911,61076,52
18354,25316,57
50633,81013,71
28481,8861,662
27215,60759,51
94304,43354,58
86709,39557,131
33228,70253,54
60759,85127,63
43354,14873,936
52848,79747,71
12658,8228,48
15506,89557,60
30380,28165,54
11392,83861,55
6646,72152,47
50949,90190,58
70253,34810,68
90823,87975,1631
90823,18671,1221
72468,12342,113
51582,68671,59
51582,89873,99
51899,87342,1060
88291,62975,3395
34494,25949,89
76582,93354,66
39873,23734,65
14241,61392,50
77532,62342,686
91456,10759,63
80696,19937,821
18671,56962,54
32278,64557,48
40190,8861,62
18671,11709,49
37342,79114,58
4430,45253,46
81013,28481,1102
3165,69304,62
12658,40190,52
53797,65823,815
10443,316,736
72152,65190,961
89557,99051,138
42722,22785,170
30063,3481,1171
84810,61709,80
63924,13924,81
53481,74367,58
58228,6962,64
31962,97152,55
81962,13608,1820
9177,73734,146
1266,62025,101
58861,12975,1038
41772,28797,63
52848,81646,55
39873,33228,58
99367,84810,782
64241,37658,1149
38924,28797,58
76582,43354,1046
6329,56646,65
91456,66772,71
18038,28481,52
57278,81013,55
83228,12342,961
35759,29114,69
37658,43671,50
6329,66772,50
37658,95570,130
26899,16139,83
22468,21835,48
53797,19620,61
71203,38924,61
72152,28797,1065
94937,19620,124
31329,48101,53
50000,49367,1284
28797,48418,62
28481,23418,52
94304,49367,875
58861,97468,76
63924,57911,791
85759,25949,1162
84177,12975,159
45253,56013,50
94304,16139,931
19304,34810,59
57278,74684,48
8544,35443,50
20886,97468,49
25949,17722,49
11392,91139,50
56329,5696,59
47468,23418,48
54747,28481,55
66456,26266,1066
42722,52215,48
55380,84810,50
38924,45886,50
31329,90190,83
46519,66456,59
43987,79114,1754
76582,49051,2011
10127,86392,120
39873,50949,773
6329,27532,1103
94620,26582,1158
37342,87025,123
57278,25000,1041
63924,39241,1956
95886,7595,1358
9177,0,313
16139,49367,1055
80380,25949,1769
17405,46519,356
49684,76582,137
12342,33228,106
62975,50633,1407
6646,86709,201
70253,62025,2009
94937,3797,2389
77532,63608,229
99051,50949,2125
21203,69937,937
72152,56962,2387
55696,77215,383
40190,9494,1757
87342,71203,3019
32278,87342,3180
11709,40823,207
46519,33861,5439
98734,57911,567
26582,36709,59
79430,41772,517
73734,62975,5828
92722,60759,194
0,32911,52
9177,31013,58
70253,78481,133
65823,50949,313
97152,99367,386
62658,0,1575
93354,90506,4743
93038,45253,1311
46203,86392,3744
51582,72152,2270
96203,88291,646
96203,73101,1103
33861,27848,334
15190,34177,435
26582,93671,515
36392,8228,311
79747,82595,71
41772,949,55
11076,56329,55
56329,48418,1931
6646,83544,158
72785,91772,468
86709,28165,1741
85759,79430,1453
74367,80380,676
97785,67405,3419
13291,24684,119
62658,31329,253
0,81013,55
18354,8861,209
84810,19937,2907
68038,9494,1192
76899,54430,1934
79114,71519,1602
16456,85443,902
82278,3165,1046
46835,76899,472
88608,95253,179
11709,85759,52
69937,27215,185
633,28481,50
48734,18987,270
41456,92089,230
8544,2532,130
93354,43038,1695
75000,73734,3391
71835,87658,880
49051,43354,1534
9810,8861,97
65506,37658,1276
73418,75000,644
16139,10759,157
31013,69304,142
89241,13291,202
66772,38608,180
38924,15823,121
76266,53481,254
80380,89241,274
4747,19937,111
80380,80380,1988
86709,96519,3651
85759,95570,1628
66456,53481,2886
55696,41139,562
85443,53165,351
86076,33228,3341
41772,83544,404
37658,42405,279
13924,10127,50
41772,13291,128
90190,98101,110
17089,21835,58
29114,98418,124
97152,86076,1209
91772,17722,1589
78797,31329,2370
54430,56013,1714
42405,49684,3309
85759,70570,247
10443,4430,240
89873,85759,6019
75633,41456,1339
28165,43038,63
36709,5063,797
50000,50949,56
67405,61392,59
42405,81013,52
82595,72468,74
64873,17089,60
34810,28165,672
82595,12975,1239
71519,19937,1453
95253,52532,80
23101,21835,56
8544,41139,53
87025,52848,1030
27532,19937,1369
60759,18354,1383
92722,15823,100
32595,68987,65
28165,15506,50
3481,66772,46
90506,76582,1185
82911,74684,87
73418,51582,72
76582,70253,82
98734,71519,82
82911,76899,967
14241,54114,54
3797,17405,47
2532,37658,47
85443,50000,165
33861,55380,53
75316,27215,84
1899,68987,45
98418,24051,60
17405,62342,964
74367,88291,1175
72785,24367,70
70886,32278,84
78481,53797,64
29430,78797,60
75316,43987,59
22152,6013,1009
22785,90823,69
19937,75949,56
21835,78481,53
75316,92405,66
42089,53797,60
67405,66139,63
22152,5063,54
13608,28481,50
6013,65506,47
55696,52532,193
53481,81013,2411
25633,8861,105
96835,13608,168
24367,8861,91
70253,55380,1110
63291,16772,127
46203,27848,58
67722,81646,59
33861,316,49
87025,19304,78
46203,48101,58
1266,22152,46
95570,43354,2965
19304,15506,1066
87975,29747,103
12025,52532,64
15823,0,313
81962,22785,62
49051,73101,69
40506,62342,9160
16139,84177,131
43038,26899,55
1899,77532,50
80696,34494,1841
47468,21519,169
66456,52215,176
89557,13924,348
4114,10759,1489
61076,63608,563
80380,10127,1312
57911,99051,60
68987,68671,64
75633,93038,1166
57595,13608,1271
82278,64557,467
75316,11392,61
65506,35127,83
5063,98101,51
55063,99051,963
60759,69620,62
14557,53481,50
41772,7278,53
98418,23101,1082
93354,34810,89
39557,84810,78
21519,58861,50
28797,44620,51
76266,18354,1693
38291,98734,179
25633,77848,63
41772,50000,1040
52532,75633,58
35127,12975,50
69937,76899,84
44620,25316,658
76899,65506,66
7911,66772,49
45886,41456,881
44620,50633,69
59177,10443,1124
13608,3797,69
37025,35443,58
21203,20253,96
94620,79430,1300
30063,92089,53
51582,87025,63
83861,68354,89
73734,73101,76
12025,49051,57
73101,80380,63
49367,93987,1974
76582,50316,1435
62975,78797,998
56329,95253,1850
50949,47152,8790
11709,31013,136
15506,41456,1145
8228,39873,901
45570,69620,1463
42722,51899,1437
80696,78165,1144
29747,84810,127
37975,13924,55
51582,80696,127
73734,46835,1996
92405,45886,1609
57911,14241,1810
65506,77532,113
84177,88608,195
68987,65823,1836
53165,60127,1202
4747,59177,975
59494,43987,1961
96519,41456,1222
54114,58228,2164
81013,85443,3166
5063,76899,262
54747,3165,2287
43671,50316,1469
28797,19937,831
53165,24367,2541
50633,18038,1111
14557,1582,121
77215,80696,1780
61392,93987,1211
49684,2532,12641
60759,6962,1492
55696,85127,3232
28481,31962,1469
31646,71203,1329
87025,95570,1053
16772,27532,149
83228,41139,258
14241,2532,53
95570,46519,987
41456,92405,119
1582,79430,44
93987,68987,66
50949,37658,1272
14557,97152,152
53797,59810,1716
70570,74051,1742
21203,50949,59
35759,82278,174
40823,26582,380
57911,38291,752
13608,65823,278
68354,23734,163
42722,6329,162
62025,35443,2113
2215,69620,48
53797,26582,1522
86076,7595,1700
68354,27215,658
43987,316,1109
2848,22468,92
61392,81013,6166
19937,71519,965
54747,38924,59
27215,949,127
40190,56962,117
27532,48734,215
48418,9810,1500
21835,63924,880
37025,92722,1063
27215,13608,142
55380,20570,635
8228,11392,124
79114,26899,1969
81646,1582,324
43987,19620,93
14873,68038,738
23418,81329,136
97468,58544,2695
92405,17089,1436
34177,77215,121
58861,96519,124
79114,13291,1858
41772,53165,170
90506,16456,127
87342,71519,151
44620,93671,1241
42405,86392,1232
68354,64873,233
60127,49367,2411
16139,33861,125
19937,41772,2267
3165,1266,91
59810,33228,1549
76582,40506,1481
71519,44937,1799
71519,6646,387
14241,83228,1657
57595,95253,1028
91772,97468,139
12342,35759,50
12975,69304,68
36076,53481,54
33228,79747,643
63608,70886,70
81013,59810,61
13608,9177,49
71203,46835,874
5063,49367,52
18671,87342,593
42722,34810,1565
41772,8544,1659
64557,20253,130
66772,32595,2974
59177,12025,914
7595,90190,160
20570,52848,122
50949,45886,159
16139,35127,447
89557,31646,3116
17405,98734,200
37975,949,379
74051,28481,1241
63924,43671,1184
4747,47468,73
75949,20886,71
15506,50000,1001
58228,30696,973
11392,29114,60
9494,68671,53
97152,77848,60
22152,20253,55
12658,88291,51
52532,72785,1111
79430,69620,95
0,38924,48
59494,34810,60
94304,99684,912
9177,89873,638
33544,31013,53
85127,59810,69
2848,64873,46
68038,40190,66
41139,28481,50
85443,81962,74
26266,99051,646
25949,29747,49
52215,90823,50
69620,15190,1955
50316,20253,123
23101,52848,92
92089,42405,1756
6013,97785,45
60127,81013,60
38291,92722,51
3165,70886,44
37658,52848,94
87658,30380,61
61392,92089,58
73734,55063,763
2215,46203,53
80063,4114,66
74684,64241,60
44304,55696,52
57595,57278,63
77532,87025,60
45886,64241,875
41139,316,714
1266,52532,51
37025,4747,1016
1266,12025,88
84810,18671,80
18987,60127,55
42089,65190,61
42089,59810,796
77848,62342,70
98418,10127,1163
68038,29430,92
69304,57911,72
33544,45886,58
30063,30696,64
62658,25633,68
73101,28481,903
88608,71835,968
51582,63608,98
52532,98734,84
74367,62342,73
84494,5063,81
96519,82595,1323
32595,15506,94
24051,25949,121
10127,22152,49
38924,7595,50
87342,56013,61
49367,49367,54
11076,36392,52
39241,81013,1860
78165,18987,134
66456,2532,106
10759,83228,87
11709,14873,49
82278,78481,74
27848,93987,693
81329,57278,60
7911,13291,50
43354,30696,56
25949,29114,48
22785,18354,48
38924,633,937
633,64873,70
11392,79114,49
59494,49051,57
51266,51266,54
48734,37025,65
77215,71203,875
86076,52215,77
61392,75316,54
78797,61076,63
50949,56646,592
4430,54114,52
9494,89557,50
51582,92722,54
23418,80696,49
32911,3165,56
7911,45886,51
50633,27848,54
7595,4430,48
21519,85127,49
4430,633,45
83228,20570,58
43987,48418,55
5063,56329,45
97785,34494,607
97785,29114,85
97468,25316,63
81646,5696,1736
83861,95253,1021
75000,32595,162
5380,76266,46
5380,70570,48
94304,32595,880
99367,96203,172
16456,7278,52
17405,90506,54
98418,78481,804
12975,65823,50
43038,70570,56
59494,53797,875
88291,97785,89
10759,25633,55
31962,25949,63
39873,49051,59
70886,92722,78
99051,20570,968
86076,12342,105
2848,26582,48
79114,81646,1344
29430,79114,211
96835,62025,2189
16772,89873,142
53797,30696,5559
36709,66772,1304
37342,23734,68
48418,6329,110
38924,30380,1606
79430,30380,1032
14873,95570,134
98101,31329,1219
41772,12342,233
38608,12975,147
79747,15823,494
66139,633,1187
9494,28797,96
28165,90190,1085
89241,64873,1427
87658,63608,1175
26266,41772,859
15823,39873,202
50949,58861,982
81646,12025,1249
35443,66456,185
82595,44620,180
53481,30696,207
77215,60759,179
58544,5380,2117
67089,67089,1195
62342,72152,1706
81329,97152,2057
91456,60127,1089
71203,32911,989
82911,60127,1110
89873,18038,195
64557,75000,948
8544,70253,121
1266,949,44
69620,77215,319
3165,50316,54
27215,74051,56
12025,31013,53
35443,69304,1550
91456,53797,2466
68987,89557,1323
10759,62025,1066
80063,77848,144
4747,61392,161
97152,17722,127
44620,87658,127
24051,8228,126
22152,50633,127
92089,16456,1184
53165,37025,85
3481,11709,46
34494,10443,58
7595,80696,50
69937,40823,1680
1266,73101,151
43038,14241,1676
67089,12342,637
70886,48734,1844
61392,32595,137
74367,37342,184
58861,64241,181
94304,79114,1837
11709,1266,160
93987,80380,3087
43038,64873,2019
34177,32278,496
13608,12025,115
40190,74684,1582
17722,87025,1084
37025,95886,1005
92722,5696,1478
53481,34494,221
8861,633,50
84494,12025,1588
67089,1899,1431
35443,7278,80
75316,76899,2131
86709,38608,100
7595,949,49
316,67405,46
31013,43987,50
84177,42089,372
36076,33544,258
3481,12025,124
11076,949,125
62025,94937,247
53165,94304,1377
87658,27215,2110
75633,75316,1155
97468,52848,250
77848,85443,1246
65506,69304,168
44937,87342,131
11076,36076,130
7278,25000,665
83228,98734,180
89557,6646,1849
31962,24051,1330
87975,90823,2129
46835,65506,1211
29747,88924,825
16772,69304,1073
96835,65823,1831
78797,73101,1516
27215,13291,48
22152,68671,50
96519,94304,2942
52848,23418,759
13291,95570,55
47152,75000,57
77848,67089,67
35443,77532,50
27532,97785,707
59494,22785,65
30696,99684,1172
97468,80380,1345
93038,10759,2131
90823,49051,1945
3165,6646,147
90823,29747,285
93671,38291,1422
44620,60127,59
77532,54747,774
16139,29747,58
67722,6646,840
94304,75000,58
69620,77532,60
25000,16456,90
3797,88924,44
80063,24684,62
85759,37342,883
21203,33228,769
79430,70886,81
74684,25633,107
94620,71835,1286
19937,69620,62
25316,6646,1009
