ImageWidth,ImageHeight,Sigma,runtime
1845,3655,3.045455,646733828
3591,2055,5.5,923239707
5045,3121,3.863636,1569498845
973,989,2.636364,73512086
1845,1166,5.5,234935587
2136,3832,1,558423923
5627,1877,7.136364,1481022676
5336,2588,1.409091,1126015497
5627,811,7.954545,675160066
3591,1344,3.863636,484476556
4464,2233,9.181818,1192191759
3300,1522,4.681818,537956137
2136,3832,5.090909,946704370
1264,2766,5.090909,455799954
3300,1166,5.5,449115717
1555,2233,9.181818,382293252
2136,3477,5.909091,851269421
1845,2410,7.954545,671589400
1555,811,1,90054954
973,1344,5.5,144229643
1264,2410,1,201795079
3882,3832,9.181818,1759071075
5918,811,1,322763501
5336,633,3.045455,295615734
391,2055,6.318182,99866570
1555,1344,1.818182,155330338
4173,1166,6.318182,592352437
2136,455,4.272727,101079452
2427,811,5.909091,244606316
3882,1877,1,496517366
100,2233,8.363636,38191000
3591,2766,7.136364,1398198314
391,1522,2.636364,45831618
5045,1166,3.045455,502029142
4755,1166,5.090909,645192292
5627,3655,7.545455,3064484819
100,3477,6.727273,48057398
2136,1877,6.318182,549926458
1555,2588,7.545455,601881471
1555,1877,3.454545,289434809
1264,100,9.590909,18035760
3009,100,1.818182,19650433
3009,2410,1,491826575
3882,2055,6.727273,1038694861
2718,3655,9.590909,1171450919
4173,1522,8.363636,952226754
1264,3299,9.590909,525972381
2427,2588,3.454545,571761449
4173,3832,5.909091,1936776510
4173,3299,7.545455,2089659544
4173,278,3.863636,96895357
4755,100,8.363636,73533061
5918,2410,1.409091,1133977670
2136,1166,2.636364,219674003
4464,1344,3.045455,509494578
3300,3299,9.590909,1327819184
5627,3299,5.5,2308917132
2718,633,3.863636,164617184
3591,1522,3.863636,545785813
973,2588,9.590909,374145654
5336,2766,7.136364,2119031649
2718,100,3.454545,23875629
5336,455,2.227273,198249455
3882,3299,5.5,1585913090
2718,2055,3.045455,504515404
2136,1166,2.227273,181027756
1845,3477,6.727273,834010799
1845,3121,4.681818,634179618
5045,3477,9.181818,2134376991
2718,1877,1.409091,379602607
5045,278,1,95531729
2427,2233,1.818182,405773076
4755,3299,8.772727,1903931641
973,2944,5.090909,318192397
4464,1700,6.727273,1037605296
5336,633,5.090909,366581090
1845,3832,8.772727,838220237
1845,1344,6.318182,336249610
100,811,4.272727,10305033
973,3299,7.136364,412798868
2718,3655,6.318182,1250308161
2136,3832,9.590909,1030484959
4755,1700,8.772727,931282307
5336,1344,1.409091,531376080
2427,3121,3.045455,649803318
2427,3299,7.954545,1177765918
3591,2233,4.272727,829894873
682,3655,1.818182,170844122
1264,2766,1.409091,222351608
3591,633,1,140503163
3009,1344,2.227273,308036251
3300,2766,1.818182,728630132
5627,3655,9.590909,2584761702
973,2588,5.090909,256809120
4755,455,8.772727,255203892
1555,1700,4.681818,287905182
1845,1522,2.636364,222132278
4755,1344,8.772727,749252813
3009,1522,7.954545,693215464
5627,100,5.909091,63838783
3591,100,3.454545,34136434
1264,633,4.272727,81157127
1845,811,8.772727,167202372
3300,811,4.681818,294604307
1555,1877,5.909091,340400364
973,633,5.090909,67617886
100,3832,7.136364,54605666
5627,3477,5.909091,2489223748
5336,2055,3.863636,1123036105
5045,2410,1,839196054
3882,1344,9.590909,579015669
973,1522,6.727273,192545977
973,2410,1.409091,148062309
391,2233,3.863636,73801299
1555,1522,7.136364,300542763
5627,2588,2.227273,1265697613
4173,989,1.409091,301676062
100,2055,5.909091,27172544
4173,1700,1.818182,590863436
5627,3477,7.136364,2837451314
3300,100,7.136364,47458643
973,1877,5.909091,269686650
2136,3832,3.454545,745339450
1845,1522,7.136364,386771306
973,3121,3.863636,292981370
4464,3655,7.136364,2375827298
1264,2588,7.545455,443458601
1555,2233,7.545455,474163013
4173,3477,1,1158566064
5336,2055,7.136364,1533176281
5045,455,3.045455,189448153
682,2410,5.5,174368620
391,633,5.909091,37813340
4755,811,1,264055961
2427,3299,1.409091,577986247
973,1344,7.136364,166563513
2427,278,2.227273,58721740
5045,3832,2.636364,1871058789
100,455,4.681818,52156005
1555,2055,5.5,375994214
3591,3477,9.181818,1439510814
3591,1700,5.5,718134118
3300,3299,6.318182,1459253847
2136,3655,6.318182,1013881705
2136,100,3.863636,19212867
2718,3832,5.5,1253811587
2136,1166,3.454545,244679953
3300,2944,8.772727,1196184090
2718,3477,3.863636,964479467
3882,811,4.272727,348952079
2427,1877,6.727273,636450016
3300,989,3.863636,337895198
1264,1700,2.636364,188563520
1555,2588,3.454545,380795940
3882,1166,1.409091,343625026
3009,3121,4.272727,1021639055
391,2944,5.090909,121360382
5336,633,7.954545,528499175
391,1344,4.681818,58928584
1264,2055,6.318182,393298878
3591,2055,3.863636,703467660
5627,2766,7.545455,2223503806
973,278,9.590909,30648007
1845,1700,1,224759210
2136,3299,5.5,862353536
391,811,3.863636,28056237
2136,3477,8.363636,1143177492
5045,3655,3.863636,2041821934
5918,633,1.818182,295172601
4173,1344,9.181818,628330545
3591,2410,7.136364,1256876412
3591,2588,9.181818,1044641288
1845,1522,1,195176172
3300,1700,4.272727,576018009
3882,1700,3.045455,578311784
3009,3299,6.318182,1331655426
100,3121,1,28440724
2136,2410,6.727273,684274899
4464,2944,4.272727,1469315839
1845,2588,6.727273,602317405
4173,100,1.409091,29718111
2427,3121,5.909091,875722945
3300,1522,6.318182,696522061
5918,455,7.954545,435915805
3882,1700,5.090909,740355134
5627,811,6.318182,586611540
3300,1344,5.090909,529202670
5336,2410,6.727273,1729161652
3300,1700,7.136364,747962862
5045,2766,2.636364,1286086485
391,455,1.818182,11772306
5336,811,1,307778144
391,2588,7.136364,153157231
5336,633,4.272727,372324960
5336,278,3.454545,129239585
682,1522,3.863636,88557192
4173,1700,2.636364,608517037
5336,1166,4.272727,677469678
1555,3299,7.136364,679975318
5627,278,4.681818,152817416
1555,633,2.227273,70412182
100,2410,9.590909,29083675
5918,989,9.181818,649996314
4755,278,5.909091,154382435
4755,811,9.590909,453909339
3591,2944,5.5,1297233990
2427,2055,4.681818,586713640
4755,2766,1.818182,1008110125
3591,2410,3.454545,903789292
3009,3655,1,790770076
5627,1344,3.045455,638933988
1264,455,6.727273,71423117
4755,989,5.5,604370277
391,1700,4.681818,63782623
4173,633,7.954545,378742989
2718,2233,4.272727,620828017
5336,2410,6.318182,1656234822
100,2766,4.681818,29262710
682,2055,3.863636,131589002
682,2766,1.409091,117231512
2136,1700,8.363636,577500801
3591,100,7.545455,54666965
3882,3121,8.363636,1860656809
5627,2410,4.681818,1546301852
3882,3477,4.681818,1457498532
2718,2588,7.136364,997536369
5045,811,1.818182,299546314
4755,1166,7.545455,745519137
1264,1522,2.636364,150358715
3591,1522,5.909091,631858316
973,1700,2.636364,138712045
1555,3832,1.818182,438808550
100,2410,2.227273,22155213
5336,2055,3.454545,1101435390
5918,100,4.272727,60728165
3300,1344,5.909091,520046933
4173,1700,5.5,911667121
2427,1522,9.181818,410406078
2718,2233,5.909091,702678883
391,1877,1.409091,40143746
2136,633,3.454545,124752286
2136,989,4.272727,217013119
100,2410,7.954545,39443748
391,2766,1,55187352
5045,3121,1,1247236597
682,2233,2.227273,121177757
391,2588,1.409091,58167071
3591,811,1.818182,207451522
100,1166,1.409091,13296673
973,1344,1,83961111
3882,2588,6.318182,1287468174
973,3477,4.681818,380875495
5336,3477,7.136364,2682361746
4464,2766,2.227273,1031713595
391,1166,7.954545,72635020
682,2055,4.272727,131720632
391,3121,3.863636,102117088
1555,455,3.863636,63171299
2718,2055,5.5,704251597
2427,2055,7.954545,759753577
5336,278,6.727273,192872063
973,1700,1,100223455
973,278,5.090909,32476803
100,1344,1.409091,9984892
682,989,1,42519374
1264,278,3.863636,29804399
2427,3477,8.363636,1250248837
1555,100,1.409091,11627095
1845,1522,1.409091,194742908
4173,3832,2.227273,1398719874
5918,2410,8.363636,2270237243
2136,3655,7.954545,1246692779
2718,2055,1.409091,363769268
2136,1166,5.090909,273301851
1264,811,6.318182,138403722
4755,2944,7.954545,2098361945
3300,1700,8.363636,868596808
3882,1700,5.5,757126367
2136,2055,1.409091,310768858
5045,3477,1.818182,1466802704
5627,2766,8.772727,1942102267
1845,2410,5.5,538993382
1845,1522,3.863636,294587699
2718,3477,7.545455,1385211615
2136,2766,6.318182,818954858
2136,811,7.545455,239714272
3591,3655,5.5,1571417822
973,1700,8.363636,232092044
391,2410,2.227273,60793379
5336,278,2.636364,106230499
3882,3655,2.636364,1267704147
3009,811,3.863636,221100292
5045,455,4.272727,232514499
4755,2944,9.181818,1747950953
682,2766,7.136364,242995420
4173,3299,1,981752332
682,2588,3.454545,215883245
5045,3299,2.227273,1476988752
3882,1344,4.272727,529401034
2718,2055,2.227273,476391909
2718,3299,7.545455,1273619536
973,3655,9.590909,402861868
5627,1700,1.409091,735514778
5336,1522,2.636364,709843097
973,811,1,49703732
3882,1522,6.727273,816436634
1555,100,7.954545,33367113
3591,455,5.909091,191642253
1845,1344,1,157206399
973,100,5.5,12426897
973,455,1.818182,30923715
973,3655,4.681818,385539018
5336,2766,8.772727,1780056852
4464,1877,7.954545,1206470496
391,3299,1.818182,81941322
3882,1344,3.454545,471006206
5627,3477,2.227273,1743034020
973,1522,9.590909,163720506
4464,455,1.409091,138532055
1264,3121,9.590909,497947839
5918,1700,7.954545,1503636251
100,100,8.772727,3083998
1264,811,5.5,114877748
5336,2588,7.136364,2083235503
1264,1344,3.454545,177998209
100,2588,3.863636,24359434
5045,2055,1,712433283
5336,2588,5.090909,1523178841
682,633,5.090909,48963302
5336,1344,4.272727,801963841
1264,2233,7.545455,391294329
3009,1522,8.363636,683474785
2427,3121,1,504783495
4464,811,5.090909,417190819
4464,1344,6.318182,737648666
1555,3655,1,398739803
2427,3655,7.136364,1180887474
391,633,8.772727,27170369
682,100,9.181818,9296791
2427,3299,6.318182,981265054
391,1877,3.454545,65024639
2136,100,2.227273,18353229
3009,3477,7.545455,1500940375
2718,100,9.181818,31292205
2427,1344,9.590909,364471070
1555,278,7.545455,87439949
5627,3832,1.818182,1840193567
2427,1344,2.227273,287566703
4755,2410,5.5,1405867689
682,3299,5.909091,245566557
100,633,3.454545,10770888
3009,2944,3.454545,897308213
973,3477,5.909091,379597456
2427,2055,3.454545,452115787
1264,1166,8.363636,217955169
100,3299,2.636364,25406863
4755,2410,7.136364,1715077241
4464,278,3.454545,123401744
4464,2410,4.272727,1118668974
3882,3655,1.818182,1095662744
1845,1344,3.045455,226263017
5918,278,1,90293579
1264,2944,5.5,446400464
3591,811,3.454545,260497046
5336,278,7.545455,218867737
5336,455,5.090909,278776573
1845,3477,2.636364,555021790
3009,633,1.409091,121396111
2718,3121,7.545455,1251443395
3882,3299,4.272727,1381269730
1264,3477,3.454545,401405443
3300,1700,7.545455,817117511
3882,2055,5.909091,996404683
5045,3655,2.227273,1584066760
682,455,6.318182,39710398
3300,633,7.954545,292362629
391,100,2.636364,5408707
1845,2588,5.090909,500367359
3591,1344,7.545455,686934302
3009,2766,6.318182,1061762720
973,1700,7.545455,217226023
5336,100,1.409091,30402599
391,2944,5.5,121126786
1845,2766,6.318182,677580373
3300,2233,4.272727,764393608
391,1700,2.227273,47750772
5045,100,2.227273,40364437
3300,100,3.863636,53550837
973,633,5.909091,72968796
1845,3655,7.954545,1022324503
1555,3832,9.590909,687541714
2427,455,6.318182,149896837
3009,2055,4.272727,629447124
2427,2233,2.636364,452958155
3300,989,1.818182,241807272
4755,2588,4.681818,1412480782
1845,3477,5.909091,734683557
3591,989,4.681818,397580009
4755,1700,7.545455,1216077784
1845,2766,5.5,627716706
4173,811,3.454545,357841835
1555,2233,7.954545,554438499
4173,3299,2.227273,1097396100
5045,2055,2.227273,805458258
5045,3121,2.227273,1415055051
1264,633,8.772727,88530927
4173,1877,5.090909,891786576
973,278,1.409091,21770864
3009,455,2.227273,103547286
2718,2766,6.727273,968904918
682,1700,4.681818,114549209
973,2766,1.409091,181644567
5336,3477,5.5,2311498876
4755,3477,8.363636,2614529955
682,3299,4.681818,227177849
3882,2233,9.590909,1070823598
682,2588,2.636364,145955589
3882,3121,8.772727,1463034963
2427,1877,8.363636,707336453
2718,455,3.045455,99702297
3591,3477,8.363636,1964293809
2427,3655,2.227273,729167281
2427,2055,7.545455,747791248
4464,1522,8.363636,1007930872
2427,2944,1.818182,529223581
682,3655,5.090909,255633836
2427,1877,5.909091,585113686
3300,2410,4.272727,853883140
3591,100,3.863636,34149924
3591,2588,2.227273,789913168
2718,2944,7.954545,1189325935
5045,100,9.181818,58984743
3591,3477,7.954545,1924453591
4173,1522,5.5,744327458
3009,3655,5.090909,1261106849
391,1700,1.409091,67135626
4173,2944,5.090909,1452370589
2427,100,8.363636,41375202
4173,1700,1.409091,532099517
2136,455,5.5,105559505
3300,3477,5.909091,1384725236
3882,278,8.772727,115040126
4755,278,3.863636,111437067
1845,3477,7.545455,947154101
5918,1166,8.363636,1078275539
1264,100,3.045455,12879312
3882,455,1.818182,129215805
5627,1522,8.772727,1040181912
5045,2410,3.863636,1214300937
1264,633,2.227273,57454032
973,1877,9.590909,207954515
3009,3655,1.409091,821206224
2136,1166,1,188806693
2136,3832,2.636364,680154316
2136,2766,9.590909,696271171
3591,1700,8.363636,952614502
5918,2410,6.727273,2006269130
3009,1344,7.545455,536715812
2718,811,5.5,266522081
5045,3299,9.181818,1919313000
5627,2410,3.863636,1587454150
3300,1877,8.772727,1565540660
5336,3655,4.681818,3424902394
3591,3655,5.909091,3758818764
3591,278,1,53641446
2136,2410,6.318182,726934812
5336,3477,7.954545,3615302641
1555,1877,8.772727,360969394
5918,1700,6.318182,1596784460
2136,100,6.727273,29027354
5045,633,7.136364,494027692
3882,100,1,22191769
682,3299,7.954545,327075362
4173,2233,3.863636,1018566985
2427,3832,3.045455,886077598
1264,3477,3.863636,446450055
2718,1522,1,277891116
973,1877,7.136364,242686544
3591,1700,1.818182,501533993
2718,1522,3.045455,392704480
3591,1877,7.545455,914752941
3591,2766,3.454545,1370678006
2718,811,6.318182,272988485
5336,3655,2.227273,2486337426
3009,2055,9.590909,831119233
391,2766,9.181818,131450076
4173,2588,9.590909,2056626578
5336,3477,6.318182,3418749937
5045,2233,9.181818,1604051721
2136,278,3.863636,52260758
2718,2410,2.227273,658638646
4464,455,4.681818,218505031
3591,633,6.318182,313113571
4173,811,8.772727,477094246
4173,2410,5.909091,1258967784
1555,3477,8.772727,659700972
4755,811,6.727273,544058609
391,1522,1,36574967
1845,811,6.318182,180906774
1845,3299,1.818182,544001078
2136,1344,5.5,349669414
3300,2588,7.954545,1371620973
3882,455,5.5,210581797
4173,3121,7.545455,2284652139
3009,2766,4.681818,972041989
5627,1877,6.318182,1424148810
5336,3299,7.954545,3229022172
2427,2588,9.181818,803787052
973,278,2.227273,18511296
1264,455,2.636364,54501052
682,278,4.681818,29461730
3882,455,7.545455,239541935
1555,2588,8.772727,607151975
2136,1522,6.727273,409262653
682,2766,5.909091,232301366
5918,2233,8.363636,2045225024
1845,2055,5.5,456559723
5045,2944,5.5,2084760985
973,2944,5.5,342808607
1845,1166,6.318182,308930729
4464,3655,7.954545,2744666918
1264,1877,6.727273,306582865
391,1344,2.636364,38180516
1845,989,4.272727,193421137
4464,1166,5.909091,663800446
2427,3832,4.681818,983178323
4173,2233,1.818182,798742343
3882,2410,7.954545,1409570052
1264,1166,5.090909,164791287
973,989,6.318182,119404246
5336,1344,3.454545,692354195
5627,3832,5.909091,3080827647
1555,811,7.136364,167687024
3882,3121,1.409091,945969472
1264,2944,2.636364,407546361
4464,989,3.454545,470650149
5336,811,3.863636,436656800
3882,2233,7.545455,1241884788
4173,633,4.272727,321133096
2718,2233,8.772727,784801610
2718,1166,8.363636,516649632
4173,2055,2.636364,751270013
5627,2944,2.636364,1707737839
5918,1344,7.545455,1229354055
5627,1522,7.545455,1347283868
4755,2410,8.363636,1888801607
3300,1877,9.181818,746888470
973,3832,4.272727,425970277
1555,3832,3.454545,607831340
100,1877,1.409091,12565676
973,2055,1.409091,139326833
2136,278,6.318182,71400653
5627,3655,5.909091,2696168759
3009,1877,3.454545,509136761
5918,1700,8.363636,1666391317
3009,3299,9.181818,1174469287
1555,989,4.681818,167841818
682,455,3.863636,27578547
1555,2588,1.409091,287675321
2427,2766,5.909091,868745082
3009,3299,3.454545,1014272454
3009,3477,1.409091,740751300
391,989,9.181818,52215252
682,1700,6.318182,160506327
4173,1344,8.363636,842419703
682,1344,1.409091,60188530
391,3299,7.545455,171732892
5627,1877,5.5,1296698441
973,1344,5.909091,145227413
3882,100,5.5,44915751
1845,2944,7.136364,735852727
3591,2944,1,769822780
2427,3477,7.545455,1286881566
5045,3477,4.681818,1980304234
973,2588,9.181818,279085150
1264,278,1.818182,22343251
1555,2055,3.045455,282278046
4464,455,3.045455,171652353
2136,633,8.363636,196831241
391,811,1.818182,23051282
5045,2410,1.409091,935529122
2136,1166,4.272727,249497211
100,1344,9.181818,17764044
4755,2233,1.818182,895176578
4464,1344,8.772727,730010763
2136,3832,4.681818,845597820
3882,2233,2.636364,766670132
3300,2233,2.636364,636519711
5336,3832,2.636364,1954714780
4173,3477,1.409091,1120016988
4464,3121,5.909091,1752653344
4464,2588,1.409091,874492890
5627,2055,9.181818,1376404635
4173,3477,8.363636,2696409897
3591,3832,1.818182,1127585965
391,1700,7.136364,97757914
682,3655,7.954545,343925960
3591,3832,7.954545,2155184949
100,1877,9.590909,35376907
5336,3832,8.363636,3346741583
1264,2944,9.590909,431251283
2136,1877,5.5,470497045
4173,3655,1,1263460311
1264,989,7.954545,206045104
973,3477,3.863636,375966375
3300,2410,2.227273,655844397
3882,1344,9.181818,651866616
2136,3655,5.090909,829906079
5045,1522,7.545455,1101205406
5045,2766,7.545455,2187938916
4755,100,2.636364,35875280
2718,100,7.545455,43428273
391,1700,8.363636,97587451
3591,3832,6.318182,1796947375
1264,633,3.045455,71889579
1845,811,1.818182,114149954
5045,2410,1.818182,1032526245
2427,2055,5.090909,530796260
4464,278,7.954545,170619268
2136,1877,7.545455,597013700
973,2055,8.772727,268556801
2136,100,7.136364,34247403
4464,3832,1.818182,2015848239
1264,2766,3.045455,314174703
2427,2055,2.227273,440961219
5336,989,1.409091,461432693
1264,1700,4.272727,249261328
4173,100,5.090909,49479179
5045,1877,8.363636,1556469434
2718,3655,6.727273,1417495762
1264,1877,7.136364,398212534
4755,1166,2.227273,448725220
2136,989,7.954545,358354340
3882,3655,3.863636,1619261606
4464,633,9.590909,335789564
4464,2410,5.5,1331668948
682,989,1.818182,59001328
5627,1700,9.590909,1119363158
3009,1522,4.681818,519737319
682,633,2.636364,32031478
4755,2233,5.090909,1286017195
100,2410,7.545455,35366106
2136,2055,3.045455,380368115
4464,2410,1,831351839
5918,2410,7.136364,1999623847
100,455,2.636364,4985253
391,2233,1.409091,52315980
100,3299,9.181818,38604321
3591,2410,2.636364,705202018
4755,455,8.363636,339095465
